Unnamed: 0	article_id	article_auteur	article_détail	article_titre	revue_annee	revue_numero	article_page	Unnamed: 8
234.0	AHMC-16-1174	Millous		Observations d'entérite à forme pseudo-cholérique avec présence de protozoaires.	1913	16	1174	
235.0	AHMC-16-1177	Gaide		Note sur la dengue en Annam-Tonkin.	1913	16	1177	
236.0	AHMC-16-1181	Gallas		Lame de couteau tolérée cinq ans dans les tissus de la face.	1913	16	1181	
237.0	AHMC-16-1183	Gravot		Clinique d'Outre-Mer. Au sujet du mode de transmission et d'un agent probable de contagion de la mycose due au discomyces carougeaui (nodosités symétriques juxtaarticulaires).	1913	16	1183	
238.0	AHMC-16-1185	Camail ; Heckenroth ;Blanchard		Clinique d'Outre-Mer. Éruption scarlatiniforme généralisée au cours d'un accès pernicieux.	1913	16	1185	
239.0	AHMC-16-1186		Extrait du Rapport mensuel de la Colonie du Moyuen-congo novembre 1912	Ulcères phadégéniques et 606	1913	16	1186	
240.0	AHMC-16-1187	Jauréguiber	Jauréguiber	Clinique d'Outre-Mer. Piqûre de serpent.	1913	16	1187	
	AHMC-16-1190	Lafaurie		Variétés. Protection de la santé publique au Gabon	1913	16	1190	
	AHMC-16-1194	Gauducheau		Le congrès de médecine tropicale de Hongkong(suite)	1913	16	1194	
	AHMC-16-1200	Reboul		Hospitalisation des aliénés en Indochine	1913	16	1200	
	AHMC-16-1214	Cheynel		La cocaïnomanie dans l’Inde	1913	16	1214	
	AHMC-16-1218	Talbot		La cécité au Tonkin	1913	16	1218	
	AHMC-16-1221	Thiroux;Gauducheau		La section britannique de pathologie et d’hygiène tropicale à l’exposition universelle de Gand de 1913	1913	16	1221	
	AHMC-16-1228	Georges Lambert		Exposition de Gand. Inspection générale du service de santé des troupes coloniales, service de santé de l’armée, exposition de pathologie exotique belge.	1913	16	1228	
0.0	AHMC-17-5	Clarac		Nos postes consulaires en Extrême-Orient.	1914	17	5	
5.0	AHMC-17-24	Heusch	I Considérations générales- II Services médicaux	Organisation sanitaire de la colonie de Tahiti. Réalisations et projets (1910-1913).	1914	17	24	
7.0	AHMC-17-40	Georges Lambert		Sur l'épuration des eaux de boisson par le procédé aux coagulants insolubles.	1914	17	40	
8.0	AHMC-17-53	Deneufbourg		Paludisme observé dans le corps d'occupation de Chine (Chine du Nord).	1914	17	53	
9.0	AHMC-17-64	Bijon		Quelques résultats expérimentaux au sujet de la pathogénie de la fièvre bilieuse hémoglobinurique.	1914	17	64	
10.0	AHMC-17-68	L. Boyé 		Relations entre la consommation de la quinine et la fréquence de la fièvre bilieuse hémoglobinurique au Tonkin.	1914	17	68	
11.0	AHMC-17-71	E.-W. Suldey		Importance de la formule leucocytaire dans le diagnostic différentiel de l'hépatite paludéenne et de l'hépatite suppurée.	1914	17	71	
12.0	AHMC-17-77	Léger		Recherches au laboratoire de Bamako (Soudan Français), sur l'index paludéen, l'index filarien, la tuberculose et la trypanosomiase humaine.	1914	17	77	
13.0	AHMC-17-81	Blanchard		Épidémie de fièvre récurrente à Bikié (Congo Français) (1).	1914	17	81	
14.0	AHMC-17-87	Heymann		Traitement par les rayons X des ulcères phagédéniques tropicaux.	1914	17	87	
15.0	AHMC-17-97	Couvy	Exposé de la situation sanitaire actuelle	Travaux d'assainissement de quelques centres importants de la Côte d'Ivoire (suite).	1914	17	97	
20.0	AHMC-17-115	G. Hudellet		Contribution à la distribution géographique de la filariose en Afrique Occidentale Française.	1914	17	115	
21.0	AHMC-17-124	Lespinasse		Réaction de Wassermann et préparation des solutions injectables de 606.	1914	17	124	
22.0	AHMC-17-130	Comméléran		Sur un cas de délire systématisé religieux. Rapport médico-légal.	1914	17	130	
23.0	AHMC-17-140	Léger		Recherches scientifiques entreprises au laboratoire de Thai-Ha-Ap dans le cours de l'année 1910.	1914	17	140	
24.0	AHMC-17-149	G. Blin	Fréquence de l'uncinariose au Maroni- Voies et mode d'infestation	L'uncinariose chez les chercheurs d'or et les forçats du Maroni.	1914	17	149	
38.0	AHMC-17-177	Leboeuf	Île aux chèvres	La lèpre en Nouvelle-Calédonie et dépendances.	1914	17	177	
44.0	AHMC-17-197	Mathis	L'helminthiase-Le goitre	L'helminthiase, le goitre, la lèpre dans la haute région du Tonkin (Langson-Caobang).	1914	17	197	
47.0	AHMC-17-215	Mathis		Clinique d'outre-mer. Considérations sur le paludisme et la filariose en Indochine.	1914	17	215	
48.0	AHMC-17-229	Kernéis		Clinique d'outre-mer. Pian, Likoutombo (fièvre éruptive spéciale), béribéri au Moyen Congo. Extrait du rapport annuel de 1912.	1914	17	229	
49.0	AHMC-17-233	Gouzien 		Clinique d'outre-mer. Fièvre indéterminée observée sur l'Aviso la Manche en septembre-octobre 1911.	1914	17	233	
51.0	AHMC-17-236			Clinique d'outre-mer. Hôpital de Hanoï. Le chlorhydrate d'émétine dans les hépatites suppurées	1914	17	236	
53.0	AHMC-17-247	Denier		Clinique d'outre-mer. État des malades atteints d'une affection intestinale, dont les selles ont été examinées à l'institut Pasteur de Saïgon pendant les mois d'août et septembre 1913.	1914	17	247	
54.0	AHMC-17-252	Perthuisot		Érotomanie par pendaison. Extrait du Rapport annuel (1912) de la province de Thauh-Hoa (Annam).	1914	17	252	
55.0	AHMC-17-254	Pélissier		Rupture de la rate par coup de pied de cheval chez un paludéen. Épanchement hémorragique. – Suppuration. – Vomique. Mort, 62 jours après le traumatisme initial.	1914	17	254	
56.0	AHMC-17-257	Lafaurie		Observations d'accès pernicieux dysentériforme, cholériforme.	1914	17	257	
57.0	AHMC-17-261	Dupuy		Fièvre paludéenne compliquée de lésions diverses. Extrait du Rapport du poste consulaire de Canton (1912).	1914	17	261	
58.0	AHMC-17-262		Extrait du Rapport annuel de la Direction du Service de santé du groupe du Pacifique	Un cas de trypanosomiase contractée au Congo, observé à Nouméa (Nouvelle-Calédonie). Violentes réactions à la suite d'injection intraveineuses d'émétique	1914	17	262	
59.0	AHMC-17-264	Mouzels		Vaccin antigonococcique de Nicolle(1).	1914	17	264	
60.0	AHMC-17-269	Guillemet		Clinique d'outre-mer. Traitement de deux cas d'orchite blennorragique par la méthode des virus-vaccins de besredka récemment appliquée aux gonocoques par Cruveilhier(1). — Vaccin antigonococcique de Nicolle.	1914	17	269	
61.0	AHMC-17-271			Le vaccin antigonoccique de CH. Nicolle	1914	17	271	
62.0	AHMC-17-272	Ilbert		Variétés. Note sur la typho-vaccination au 8e régiment d'infanterie coloniale à Toulon (août 1912-septembre 1913).	1914	17	272	
63.0	AHMC-17-276	Abbatucci		La vaccination antityphique dans le corps d'armée colonial pendant l'année 1913. Par M. le Dr Lafage et	1914	17	276	
64.0	AHMC-17-284	L.  Colin 		Mode de préparation des solutions d'arsénobenzol billon, de salvarsan et de néosalvarsan à l'hôpital de Saïgon et leur Introduction par voie veineuse dans l'organisme.	1914	17	284	
65.0	AHMC-17-293	Extrait des Rapports annuels des provinces		Variétés. Maternités indigènes en Annam en 1913.	1914	17	293	
66.0	AHMC-17-297	Dupuy		Opiomanie à Canton. Extrait du Rapport annuel de 1912.	1914	17	297	
67.0	AHMC-17-299	Reboul		Variétés. Conditions d'existence de l'annamite. Extrait du Rapport annuel de l'Annam de 1912.	1914	17	299	
68.0	AHMC-17-303	Cheynel		Variétés. Adduction d'eau potable à Chandernagor.	1914	17	303	
69.0	AHMC-17-307	Porot		Nouveau cas d'état méningé au cours du paludisme.	1914	17	307	
70.0	AHMC-17-309	G. Milian 		La posologie du 606.	1914	17	309	
71.0	AHMC-17-311	Couteaud		La chirurgie, l'émétine et l'ipéca dans le traitement des abcès du foie.	1914	17	311	
72.0	AHMC-17-312	Valence		Abcès du foie traité selon la méthode de rogers cures d'émétine contre l'amibiase.	1914	17	312	
73.0	AHMC-17-313	Clementino Fraga		Le foie dans le paludisme chronique. Étude de son état clinique et fonctionnel.	1914	17	313	
74.0	AHMC-17-314			Valeur comparative de la réaction de Wassermann et de la luétine-réaction de Noguchi	1914	17	314	
75.0	AHMC-17-315	F. Ramond		Le traitement des hémorragies intestinales de la fièvre typhoïde par l'émétine.	1914	17	315	
76.0	AHMC-17-316	Ciro L. Urriola		Petit paludisme, paludisme larvé.	1914	17	316	
77.0	AHMC-17-317	Paul Ravaut		Récidives et réinfections après traitement de la syphilis par le salvarsan.	1914	17	317	
78.0	AHMC-17-318	Ehlers, de Copenhague		Injection supermaximale de benzoate de mercure pour le traitement de la syphilis.	1914	17	318	
79.0	AHMC-17-319	Dopter et Pauron		Variétés. Action de l'émétine dans le traitement des abcès dysentériques du foie.	1914	17	319	
80.0	AHMC-17-320	le professeur Chauffard		Variétés. Les rechutes dans la dysenterie amibienne.	1914	17	320	
86.0	AHMC-17-349	Delrieu		Organisation du service de santé en Afrique Occidentale Française.	1914	17	349	
87.0	AHMC-17-361	Ringenbach		Tournée médicale effectuée de Brazzaville à Pointe-Noire (Moyen-Congo et Gabon) en juin et juillet 1912.	1914	17	361	
91.0	AHMC-17-387	Heusch	III Protection de la santé publique- IV Défense sanitaire maritime- V Conclusions	Organisation sanitaire de la colonie de Tahiti. Réalisations et projets (1910-1913). (Suite et fin).	1914	17	387	
94.0	AHMC-17-417	Devy		Notes sur l'emploi à Pnòm-Penh de la lymphe de Haffkine en vue de la prophylaxie de la peste en 1910.	1914	17	417	
99.0	AHMC-17-446	Abbatucci		Notes sur les accidents observés à la suite d'injections préventives de sérum antipesteux de Yersin.	1914	17	446	
100.0	AHMC-17-450	F. Noc ;L. Stevenel;T.Iman		Prophylaxie et traitement de la syphilis et du pian à la Martinique par les injections intraveineuses de 606.	1914	17	450	
101.0	AHMC-17-462	Kérandel	Distribution géographique-Bactériologie	Dysenterie bacillaire (distribution géographique et bactériologie).	1914	17	462	
103.0	AHMC-17-479	Allard	Allard	La maladie du sommeil au Mossi en 1906.	1914	17	479	
104.0	AHMC-17-483	L. Mathis	I Béribéri	Contribution à l'étude du béribéri. Considérations sur la tuberculose parmi la population indigène du Tonkin.	1914	17	483	
106.0	AHMC-17-501	Vadon	I. Personnel. II. Locaux III Matériel	Un poste médical consulaire en Chine Yunnan-Fou.	1914	17	501	
109.0	AHMC-17-525	Colin		Sur les modes d'extraction et de séparation des alcaloïdes contenus dans l'Ipéca. Sur le mode de préparation du chlorhydrate d'émétine. Par le procédé de M. E. Froment. Observations recueillies au laboratoire de la Pharmacie Centrale de l'Armée.	1914	17	525	
110.0	AHMC-17-531	Jean Legendre		Index endémique du paludisme et sa prophylaxie à Tananarive (Madagascar).	1914	17	531	
111.0	AHMC-17-535	Lalluyaux D'Ormay		Épidémie de dengue en Cochinchine en 1873. Extrait des Rapports de l'hôpital de Saïgon.	1914	17	535	
112.0	AHMC-17-547	Le Pape		Clinique d'Outre-Mer. L'émétine dans les amibiases à Harrar (Abyssinie).	1914	17	547	
113.0	AHMC-17-551	L.Rousseau		Accidents consécutifs à deux injections de Salvarsan (606), observés à Saïgon en mars 1913.	1914	17	551	
114.0	AHMC-17-553	Viala		Infiltration d'urine.	1914	17	553	
115.0	AHMC-17-557	Dagorn		Clinique d'Outre-Mer. Cholécystite.	1914	17	557	
116.0	AHMC-17-558	Gallet de Santerre		Deux cas de contusions abdominales ayant occasionné la rupture du foie.	1914	17	558	
117.0	AHMC-17-560	Gallet de Santerre		Oedèmes fugaces de la face d'origine syphilitique.	1914	17	560	
118.0	AHMC-17-562	L. Mathis		Clinique d'Outre-Mer. Ictère consécutif à l'absorption de chloroforme par la voie gastrique (Cao-Bang).	1914	17	562	
119.0	AHMC-17-563	Clarac		Principales maladies épidémiques observées en Indochine en 1912. Extrait des Rapports de l'Inspection générale des Services sanitaires et médicaux.	1914	17	563	
120.0	AHMC-17-572	Mazière		Clinique d'Outre-Mer. Traitement d'un cas de tétanos par des injections intraveineuses de sérum antitétanique à hautes doses, au Dahomey.	1914	17	572	
121.0	AHMC-17-574	Dupuy		Plaie perforante de l'abdomen par coup de feu sans lésion viscérale.	1914	17	574	
122.0	AHMC-17-576	Blanchard		Parotidite unilatérale peut-être post-opératoire.	1914	17	576	
123.0	AHMC-17-577	Alliot		Observation d'accès pernicieux à l'hôpital colonial de Saint-Louis.	1914	17	577	
124.0	AHMC-17-579	Chartres		Trois observations prises à l'hôpital de la transportation de l'île Nou (Nouvelle-Calédonie).	1914	17	579	
125.0	AHMC-17-589	Spire		Clinique d'Outre-Mer. Examen anatomo-pathologique des organes prélevés à l'autopsie de deux européens morts de typhus amaryl. Extrait du Rapport annuel de 1912 du Dahomey.	1914	17	589	
126.0	AHMC-17-590	Dubalen		Adrénaline et choléra. Extrait du Rapport annuel de 1912 de la Province de Soairing (Cochinchine).	1914	17	590	
127.0	AHMC-17-592	Allard		Double kyste hydatique du foie méconnu.	1914	17	592	
128.0	AHMC-17-595			Clinique d'Outre-Mer. Deux observations de paludisme avec hémorragies rétiniennes (hôpital de Tananarive)	1914	17	595	
129.0	AHMC-17-597	E. Sambuc ;R. Baujean		Un cas de cachexie oedémateuse chez l'homme. Distomatose hépatique, avec syndrome pseudo-béribérique(1).	1914	17	597	
130.0	AHMC-17-602	Denoeux		Un cas de pyohémie chronique. Extrait du Rapport médical annuel de 1912 de la Province de Caobang.	1914	17	602	
131.0	AHMC-17-604	J.-L. Mathis		Abcès à répétition. Extrait du Rapport médical annuel de 1912 de la Province de Caobang.	1914	17	604	
132.0	AHMC-17-605	Extrait du Rapport annuel de 1912		Traitement du pian à l'hôpital indigène de Ha-Dong. 	1914	17	605	
133.0	AHMC-17-608	Blanchard		Clinique d'Outre-Mer. Un cas de péritonite et méningite pneumococciques associées.	1914	17	608	
134.0	AHMC-17-609	Jourdran		Plaie traumatique de l'aorte (coput de baïonnette). Hémothorax, survie de deux mois. Observation prise à la clinique de l'Hôpital indigène de Tananarive (Madagascar).	1914	17	609	
135.0	AHMC-17-611	C. Blin 		Ablation totale de la rotule à la suite de fractures multiples par écrasement.	1914	17	611	
136.0	AHMC-17-614	Dagorn		Clinique d'Outre-Mer. Dysenterie aiguë mixte. Hépatite suppurée ancienne.	1914	17	614	
137.0	AHMC-17-616	G. Mathis		Réflexions sur six cas d'hépatite suppurée observés à l'hôpital militaire de Hanoï.	1914	17	616	
138.0	AHMC-17-618	Dagorn		Une fièvre indéterminée observée à l'hôpital de Hanoï.	1914	17	618	
139.0	AHMC-17-620	Clarac		Alcoolisme, opiomanie en Indochine (Extrait du Rapport médical annuel de 1912 de l'Inspection générale des services sanitaires et médicaux).	1914	17	620	
140.0	AHMC-17-626	Ch. Niel		Variétés. Hygiène et soins de la bouche et des dents.	1914	17	626	
141.0	AHMC-17-632	de Goyon		Note sur les mouches piquantes et les épizooties du bas Dahomey.	1914	17	632	
142.0	AHMC-17-634	Georgelin ;Hermant ;Thiéry ;Pic ;Martin ;Perthuisot ;Rongier ;	Extrait des Rapports annuels-Cochinchine-Cambodge-Tonkin-Annam(1). Province de Binh-Dinh-Province de Hatinh-Province de Nghe-An-Province de Phanrang-Province de Phantiet-Quang-Ngai-Province de Thanh-Hoa-Province de Thu-Thien	Paludisme et quinine d'état en Indochine en 1912. (Extrait des Rapports annuels.) Tonkin. Direction locale de la santé	1914	17	634	
154.0	AHMC-17-653	Biraud		Variétés. Questions sanitaires et d'hygiène locales dans le territoire civil de la Mauritanie. Extrait du Rapport médical annuel de 1913.	1914	17	653	
155.0	AHMC-17-656	Borrel		Superstitions médicales au Cambodge. Extrait du Rapport médical annuel (1912). Par M. le Dr Philippe et	1914	17	656	
156.0	AHMC-17-663	Extrait du Rapport annuel de 1912 de la province de Vinh-Yen		Variétés. Station d'altitude du Tam-Dao. 	1914	17	663	
157.0	AHMC-17-665	Extraits des Rapports médicaux annuels de 1911 et 1912		Les officiers de santé et les médecins empiriques dans l'Inde française	1914	17	665	
158.0	AHMC-17-672	Ballot		Dosage rapide de l'acide urique.	1914	17	672	
159.0	AHMC-17-674	Georges Lambert		Note sur le Pantopon.	1914	17	674	
185.0	AHMC-17-723	J.-M.-J. Vassal	Dysenteries-Béribéri-Peste-Choléra-Fi_èvre Typhoïde-Lèpre-Affectionsmycosiques-Affectionschirurgicales-Spirochétosesetarsenicaux- Maladiesvénérienneset leur prophylaxie – Paludisme et maladies du sang, dengue, maladies parasitaires, hygiène.	Troisième congrès biennal de l'association de médecine tropicale d'Extrême-Orient, tenu à Saïgon du 8 au 15 novembre 1913, sous la présidence du médecin inspecteur Clarac. Compte rendu.	1914	17	723	
197.0	AHMC-17-751	Renault	Considérations générales	Une épidémie de choléra à Pondichéry en 1913-1914. Essais de traitement par le chlorhydrate d'émétine.	1914	17	751	
198.0	AHMC-17-767	A.-B. Pic	Historique-Leterrain-Etiologie-Mécanismedela contagion-Prophylaxie-Conclusions	Notes sur la peste du Binh-Thuan (Sud-Annam).	1914	17	767	
203.0	AHMC-17-798	Thiéry		Rapport sur l'épidémie de peste de 1913 dans la délégation de Phanrang (Annam).	1914	17	798	
204.0	AHMC-17-809	Malouvier	État sanitaire de la province de Son-Tay avant et pendant l'épidémie-Étude clinique-Méthode detraitement- Mesures de prophylaxie prescrites-Attitude desindigènes vis à vis de l’assistance	Épidémie de paludisme dans la province de Son-Tay (Tonkin), mai-juin-juillet 1913.	1914	17	809	
209.0	AHMC-17-825	Gravellat		Rapport sur l'état sanitaire du bataillon de tirailleurs Sénégalais de Rufisque (Sénégal). Octobre 1913 à avril 1914.	1914	17	825	
210.0	AHMC-17-833	J.-L.-M. Mathis	Orographie et climatologie-Organisation et fonctionnement de l'Assistance médicale indigène dans le deuxième Territoire militaire du Tonkin-Généralités sur le fonctionnement de l'Infirmerie-Ambulance de Cao-Bang-Renseignements statistiques sur les causes de la mortalité à l'Infirmerie-Ambulance de Cao-Bang, de mars 1896 à août 1913-Considérations sur la pratique obstétricale en Indochine-Aperçu sur l'épidémiologie dans le deuxième territoire (choléra, peste, variole, rougeole, autres maladies épidémiques)-Considérations sur les mesures prophylactiques prises ou à prendre en cas d'épidémie-	Notes sur le fonctionnement du service de santé dans le 2° territoire militaire du Tonkin (province de Cao-Bang).	1914	17	833	
217.0	AHMC-17-860	C. Mathis		Unicité ou pluralité des amibes dysentériques.	1914	17	860	
218.0	AHMC-17-867	Dumas		Statistique des maladies traitées par l'émétine à Saïgon et au cap Saint-Jacques en 1913. Dysenteries amibiennes ou mixtes.	1914	17	867	
219.0	AHMC-17-868	Roussy		Traitement de la filariose par l'atoxyl.	1914	17	868	
220.0	AHMC-17-874	C. Allary		Cinq mois de vaccination dans le Delta du Tonkin.	1914	17	874	
221.0	AHMC-17-886	Brau ; Nogue 	Observations-Diagnosticdifférentiel-Etiologie-Pronostic-Traitement	Les hémorragies du tube digestif au cours de l'hépatite suppurée.	1914	17	886	
227.0	AHMC-17-917	Contaut	Service médical des troupes-Morbidité et mortalité générales	Considérations générales sur la morbidité et la mortalité au Gabon, pendant l'année 1913.	1914	17	917	
230.0	AHMC-17-940	Collomb	Extrait deu Rapport général	Les maladies épidémiques en Afrique occidentale française en 1912. Fièvre jaune. – Peste. – Variole.	1914	17	940	
231.0	AHMC-17-955	Gallay	Extrait du Rapport	Morbidité et mortalité des troupes du corps d'occupation de Madagascar (année 1912).	1914	17	955	
232.0	AHMC-17-964	Brau. Première partie (juillet 1913)	30 observations-20 observations-5 observations-2 observations-2 observations	Clinique d'Outre-Mer. Dysenteries ou diarrhées amibiennes traitées avec succès par les injections de chlorhydrate d'émétine (service des dysentériques de l'hôpital militaire de Saïgon).	1914	17	964	
237.0	AHMC-17-100	Bijon		Sur un cas de Goundou à Kayes.	1914	17	100	
238.0	AHMC-17-100	Bijon		Sphacèle progressif de la jambe d'origine filarienne. Auto-amputation par le malade, complétée à l'hôpital.	1914	17	100	
239.0	AHMC-17-101	Abbatucci		Une cystotomie sus-pubienne d'urgence.	1914	17	101	
240.0	AHMC-17-101	Dagorn, Le Dantec		Observations de dysenterie et d'hépatite suppurée, recueillies à l'hôpital de Hanoï.	1914	17	101	
241.0	AHMC-17-101	Percheron		Étude sur les cas d'ictère constatés dans le service des fiévreux à l'hôpital de campagne de Casablanca (1er novembre 1913-1er mai 1914).	1914	17	101	
0.0	AHMC-18-1	Lasnet		État sanitaire des troupes noires de l'armée du Rhin (troupes sénégalaises) pendant l'hiver 1919-1920.	1920	18	1	
1.0	AHMC-18-8	Camail et Cazanove. I	I. Mode de recrutement. II Mode de recrutement III. Importance numérique des effectifs recrutés.IV. Constatations médicales auxquelles a donné lieu le recrutement. V. Concentration des recrues en vue de leur instruction VI. État sanitaire des recrues avant leur départ pour la métropole	Considérations sur la valeur physique des contingents indigènes recrutés à Madagascar pendant la durée de la guerre.	1920	18	8	
7.0	AHMC-18-46	Cartron et Bacqué. I. Considérations générales	I. Considérations générales. Morbidité épidémique des tirailleurs sénégalais. II. Action préventive du vaccin antipneumococcique III. Action curative du sérum antipneumococcique   IV. Conclusions  V. Observations	Notes sur la vaccination antipneumococcique et la sérothérapie antipneumococcique chez les tirailleurs sénégalais à Biskra (Algérie) 1919-1920.	1920	18	46	
12.0	AHMC-18-62	Girard		La Bilharziose américaine à Madagascar.	1920	18	62	
13.0	AHMC-18-76	Abbatucci		Considérations cliniques sur l'épidémie de grippe de 1918-1919 observée à l'hôpital de Fez (Maroc).	1920	18	76	
14.0	AHMC-18-80	Petit		Traitement de la gelure des pieds par une eau minérale naturelle en injections sous-cutanées.	1920	18	80	
15.0	AHMC-18-88	Lespinasse		Étude sur l'alimentation en eau potable dans l'archipel des Tuamotu.	1920	18	88	
16.0	AHMC-18-97	Lépine		Rapport sur une tournée d'inspection médicale dans la région ouest du Cameroun (mai-juin 1920).	1920	18	97	
17.0	AHMC-18-105	Vallet (A.-L.-M)		Rapport sur le fonctionnement du service médical du consulat de France à Tchong-King pendant l'année 1919.	1920	18	105	
18.0	AHMC-18-109	Marcel Leger	Coloniesd’Asie-Colonies d’Afrique-Colonies d’Amérique-Coloniesd’Océanie	La lèpre dans les colonies françaises.	1920	18	109	
23.0	AHMC-18-138	Giudicelli		Documents cliniques. Un cas de péritonite mortelle consécutive à une perforation de l'intestin par ascarides, à Loango (Moyen-Congo).	1920	18	138	
24.0	AHMC-18-139	H. G		Quinine et fièvre hémoglobinurique.	1920	18	139	
0.0	AHMC-19-5	F. Noc	I Notions générales sur les dysenteries-II II Essai de classification des états dysentériques. III Dysenterie amibienne IV Dysenteries bacillaires et amibo-bacillaires. V Entérites vermineuses. — Dysenterie bilharzienne -VI Entérites à protistes	Les dysenteries et les entérites infectieuses et parasitaires.	1921	19	5	
6.0	AHMC-19-38	Collomb;Huot;Lecomte	Résumé des rapports -  I Épidémie de Dakar II Dissémination de l'épidémie. III Statistique de la mortalité IV Formes cliniques observées. V Mesures prises pour lutter contre la peste VI Traitement de la peste 	Note sur l'épidémie de peste au Sénégal en 1914	1921	19	38	
12.0	AHMC-19-72	Montfort		Un cas de peste autochtone en Nouvelle-Calédonie.	1921	19	72	
13.0	AHMC-19-75	Clapier		Ostéite hypertrophiante au cours du pian.	1921	19	75	
14.0	AHMC-19-85	Jamot		De l'utilisation des naturels de l'Afrique équatoriale pour la lutte contre la maladie du sommeil.	1921	19	85	
15.0	AHMC-19-93	Seguin		Contribution à l'étude du diagnostic précoce de la syphilis.	1921	19	93	
16.0	AHMC-19-94	Clapier		Documents cliniques. Endémicité. Sur l'Oubangui, de fièvres rappelant la dengue.	1921	19	94	
17.0	AHMC-19-107	Normet ; Marzin ;A. Gambier;Goyon;Le Villain		Documents cliniques. Traitement de l'ulcère phagédénique des pays chauds.	1921	19	107	
28.0	AHMC-19-135	Marcel Léger		L'infestation par ankylostomes à la Guyane française.	1921	19	135	
29.0	AHMC-19-147	Pons		Étude de la fièvre bilieuse hémoglobinurique dans ses rapports avec le paludisme.	1921	19	147	
34.0	AHMC-19-166	Spire		La lèpre au Dahomey.	1921	19	166	
35.0	AHMC-19-172	Lépine		La prophylaxie de la maladie du sommeil au Cameroun.	1921	19	172	
36.0	AHMC-19-179	Henric ; Lamoureux 		Un cas de fièvre jaune à la Martinique.	1921	19	179	
37.0	AHMC-19-181	Bloch ; Bouvelot		Emploi de l'huile de Chaulmoogra et de ses dérivés dans le traitement de la lèpre.	1921	19	181	
38.0	AHMC-19-188	Peltier ;Cavazza	Extraits du rapport	Épidémie de méningite cérébro-spinale à bord du Roberto-Figueras, transportant un convoi de coolies annamites.	1921	19	188	
39.0	AHMC-19-192	Vincens		Notes sur le fonctionnement du service chirurgical à l'hôpital de Douala (Cameroun), novembre 1917 à novembre 1919.	1921	19	192	
40.0	AHMC-19-200	Ferris		La dysenterie et l'hépatite suppurée au Dahomey (1).	1921	19	200	
41.0	AHMC-19-202	Normet		Le traitement du paludisme.	1921	19	202	
42.0	AHMC-19-207	L. Stévenel 		Le bleu au permanganate.	1921	19	207	
43.0	AHMC-19-209	Thiroux		Le bactériophage d'Hérelle.	1921	19	209	
44.0	AHMC-19-210	Abbatucci		Documents cliniques. Accidents convulsifs mortels survenus au cours d'un traitement antisyphilitique par les injections intraveineuses de néo-salvarsan.	1921	19	210	
45.0	AHMC-19-214	Abbatucci		La toxhémie dans le typhus exanthématique et sa symptomatologie.	1921	19	214	
46.0	AHMC-19-217	Carretier ; Ferré 		Le traitement de l'ulcère phagédénique des pays chauds (4e note).	1921	19	217	
60.0	AHMC-19-247	Allain. I	Symptômes prémonitoires de l'épidémie de peste.Mesures prophylactiques appliquées à Tamatave.IV. Lazarets. V. Cordon sanitaire. VI. Voie ferrée. VII. Port de Tamatave. VIII. Personnel médical de Tamatave. X. Marche de l'épidémie. XI. Désinfection des maisons.XII. Traitement des malades. XIII. Prophylaxie vaccinale.XIV. Origine de l'épidémie. XV. Fin de l'épidémie.	L'épidémie de peste de Tamatave en mars et avril 1921.	1921	19	247	
73.0	AHMC-19-264	P.Gouzien	Colonies françaises de l'Afrique	L'épidémie d'influenza de 1918-1919 dans les colonies françaises. Note préliminaire.	1921	19	264	
75.0	AHMC-19-303	Cartron et Bacqué	I Considérations générales-II Thérapeutique 	Notes sur le clou de Biskra chez les tirailleurs sénégalais à Biskra (Algérie).	1921	19	303	
78.0	AHMC-19-319	Clapier	I Répartition géographique. II Troubles morbides graves dus au plan. III. Séquelles du plan.IV Associations morbides. V Mortalité due au plan. VI Nodosités juxta-articulaires et plan.VII Traitement appliqué	L'endémie pianique sur le Bas-Oubangui. Essai de lutte antipianique, 1920.	1921	19	319	
85.0	AHMC-19-335	Spire		Historique des différentes épidémies de fièvre jaune au Dahomey.	1921	19	335	
86.0	AHMC-19-345	Carnas ;Abbatucci		Documents cliniques. Un cas d'érythrodermie exfoliante généralisée suivi de mort, consécutif à des injections sous-cutanées de néosalvarsan.	1921	19	345	
105.0	AHMC-19-379	Allain	— Son origine	L'épidémie de peste pulmonaire de Tananarive (juin-juillet 1921).	1921	19	379	
114.0	AHMC-19-418	Garnier		Le choléra et la peste en Indo-Chine pendant les années 1919 et 1920.	1921	19	418	
115.0	AHMC-19-423	Ch. Jojot	Historique	Le secteur de prophylaxie de la maladie du sommeil du Haut-Nyong (Cameroun).	1921	19	423	
126.0	AHMC-19-479	Gravot	I Aspect général du pays. — Orographie. — Climatologie— Population. . II Hygiène et prophylaxie générale des troupes en colonne. III Hygiène spéciale aux troupes noires IV Pathologie spéciale à la Syrie du nord.V Quelques considérations concernant le fonctionnement du service de santé en colonnes	L'hygiène générale et le service de santé dans la Syrie du Nord au cours des colonnes de 1920 à 1921.	1921	19	479	
0.0	AHMC-20-5	Pons		Notes sur la tuberculose aux îles Saint-Pierre et Miquelon.	1922	20	5	
1.0	AHMC-20-11	Tournier		À propos d'un cas de Goundou.	1922	20	11	
2.0	AHMC-20-13	Talbot		Diffusion épidémique de la conjonctivité à Gonocoque.	1922	20	13	
3.0	AHMC-20-18	Lonjarret		La trypanosomiase humaine dans le territoire du Togo.	1922	20	18	
