article_id,article_auteur,article_titre,article_page,revue_annee,revue_numero
BSPE-6-626,LAVERAN (Alphonse),Au sujet des infection des souris par le Trypanosoma duttoni.,626,1913,6
BSPE-6-628,RINGENBACH (J.),"Sur un cas de maladie du sommeil chez l’Européen, avec phénomènes cutanés particuliers. ",628,1913,6
BSPE-6-632,"AUBERT (P.), MONFORT (F.), HECKENROTH (F.), BLANCHARD (M.)",Le salvarsan dans la prophylaxie et le traitement de la trypanosomiase humaine.,632,1913,6
BSPE-6-634,"FOLEY (H.), SERGENT (EDM.), MESLIN (R.)",Le trachome dans les régions sahariennes. Immunité relative des races nègres.,634,1913,6
BSPE-6-637,MANSION (J.),Les phlébotomes en Corse.,637,1913,6
BSPE-6-642,FLOURENS,Doses limites auxquelles le chlorhydrate d’émétine et le chlorhydrate de quinine peuvent être employées chez le calfat.,642,1913,6
BSPE-6-645,SOREL (F.),L’hygiène à Bassam en 1912.,645,1913,6
BSPE-6-660,COLLIN (L.),Petite épidémie de peste en NouvelleCalédonie. Considérations étiologiques et diagnosiques.,660,1913,6
BSPE-6-663,"NOC (F.), STÉVENEL (L.)","Filariose, lymphangite et éléphantiasis à la Martinique.",663,1913,6
BSPE-6-668,CAZENEUVE (Henri-Joseph),Ostéo-périosite post-mélitococcique.,668,1913,6
BSPE-6-673,"LÉGER (Marcel), DOMINICI-URBANI (CH.)",Documents relatifs à l’extension de la mélitococcie en Corse.,673,1913,6
BSPE-6-678,BOURRET (G.),La dysenterie à Hué.,678,1913,6
BSPE-6-681,"CARINI (A.), MACIEL (J.)",Toxoplasmose naturelle du chien.,681,1913,6
BSPE-6-683,JANNOT (A.),Infection de la souris avec le virus de la leishmaniose canine naturelle.,683,1913,6
BSPE-6-685,MESNIL (F.),Note sur le nagana de l’Ouganda.,685,1913,6
BSPE-6-690,"BAUCHE (J.), BERNARD (P. Noel)",Note sur le surra d’Indo-Chine à Hué.,690,1913,6
BSPE-6-693,LAVERAN (Alphonse),Trypanotoxine. Essai d’immunisation contre les trypanosomes.,693,1913,6
BSPE-6-699,"LEVADITI (C.), MUTERMILCH (ST.)",Recherches sur la production des anticorps chez les animaux trypanosomiés et traités par le salvarsan. ,699,1913,6
BSPE-6-704,JOUVEAU-DUBREUIL (H.),"Helminthiase intestinale et hépatique dans la population chinoise de Tchentou (Setchouen, Chine occidentale).",704,1913,6
BSPE-6-708,"NOC (F.), STÉVENEL (L.)",Flore intestinale du Stegomyia fasciata adulte. ,708,1913,6
BSPE-6-710,PINOY (E.),Un traitement des mycétomes.,710,1913,6
BSPE-6-711,JOYEUX (CH.),Contribution à l’étude des nodosités juxta-articulaires.,711,1913,6
BSPE-6-714,BRAULT (J.),Deux cas d’épithélioma de la lèvre inférieure chez des femmes indigènes en Algérie.,714,1913,6
BSPE-6-716,"GAIDE (L.), MOUZELS (P.)",Note sur le traitement des abcès du foie par l’émétine.,716,1913,6
BSPE-6-723,ALLAIN (Jacques),Emploi du chlorhydrate d’émétine dans les amibiases par les médecins du corps de santé des troupes coloniales.,723,1913,6
BSPE-6-730,ALLAIN (Jacques),Paludisme et quinine d’État en Annam pendant l’année 1912.,730,1913,6
BSPE-6-745,MALOUVIER,Une épidémie du paludisme au Tonkin.,745,1913,6
BSPE-6-752,"BRUMPT (Emile), PEDROSO (A.)",Recherches épidémiologiques sur la leishmaniose forestière américaine de l’État de Sâo Paulo (Brésil).,752,1913,6
BSPE-7-2,COLOMBIER (P.),Lésions osseuses précoces dans la lèpre constatées par la radiographie.,2,1914,7
BSPE-7-10,MONTEL (Marie-Louis-René),Le 3e Congrès de la Far-Eastern Association of tropical medicine.,10,1914,7
BSPE-7-17,RINGENBACH (J.),Emploi du vaccin sec en Afrique équatoriale française (Moyen Congo).,17,1914,7
BSPE-7-18,"NÈGRE (L.), GAUTHIER (F.)",Étude microbiologique des conjonctivites observées à Alger.,18,1914,7
BSPE-7-21,"LAVERAN (Alphonse), MARULLAZ (M.)",Sur deux hémamibes et un toxoplasme du Liothrix luteus.,21,1914,7
BSPE-7-25,BOUFFARD (Gustave),De quelques considérations d’ordre épidémiologique sur le paludisme. ,25,1914,7
BSPE-7-30,CHATTON (Edouard),Le bouton d’Orient (clou de Gafsa) dans le Djerid. Ses relations avec le facies rupestre du sol. ,30,1914,7
BSPE-7-36,JEANSELME (E.),Leishmaniose cutanée à foyers multiples et à marche extensive très améliorée par le salvarsan et le neosalvarsan.,36,1914,7
BSPE-7-41,PRINGAULT (E.),Existence de la leishmaniose canine à Marseille.,41,1914,7
BSPE-7-42,"CONOR (A.), CALÔ (E.)",Le troisième cas de kala-azar d’origine algérienne.,42,1914,7
BSPE-7-43,LIGNOS (A.),Troisième cas de guérison de kala-azar infantile observé à Hydra.,43,1914,7
BSPE-7-45,LIGNOS (A.),De l’époque de l’apparition du kala-azar à Hydra.,45,1914,7
BSPE-7-46,WAGON (P.),Un deuxième cas de leishmaniose cutanée observé au Dahomey et traité par l’arsénobenzol en lavements. ,46,1914,7
BSPE-7-49,"ROUBAUD (É.), LAFONT (A.)",Expériences de transmission des trypanosomes humains d’Afrique par les moustiques des habitations (Stegomyia fasciata).,49,1914,7
BSPE-7-53,"LAVERAN (Alphonse), MARULLAZ (M.)",Essais d’immunisation des souris contre le nagana expérimental des souris.,53,1914,7
BSPE-7-58,DELANOË (P.),Des variations du pouvoir infectieux et de la virulence du Trypanosoma dimorphon à partir d’infections naturelles présentées par les bœufs et les moutons. (Note préliminaire),58,1914,7
BSPE-7-63,"HECKENROTH (F.), BLANCHARD (M.)",État des méninges et injections intra-rachidiennes de néosalvarsan dans la trypanosomiase humaine. ,63,1914,7
BSPE-7-68,"MARTIN (Louis), RINGENBACH (J.)",État des méninges et injections intra-rachidiennes de néosalvarsan dans la trypanosomiase humaine. (Discussion),68,1914,7
BSPE-7-70,SULDEY (E.-W.),Existence d’une filaire et d’une microfilaire chez le caméléon de Madagascar.,70,1914,7
BSPE-7-71,"LÉGER (Marcel), SAUVET (CH.)",Helminthiase intestinale de la Guadeloupe.,71,1914,7
BSPE-7-75,LÉGER (Marcel),Les porteurs de bilharzies (Schistosomum mansoni) à la Guadeloupe.,75,1914,7
BSPE-7-78,"RAILLIET (A.), HENRY (A.), BAUCHE (J.)",Sur les Helminthes de l’éléphant d’Asie. I. Trématodes et Cestodes.,78,1914,7
BSPE-7-83,ROUBAUD (É.),Parasitisme chez les reptiles du Phlebotomus minutus Rond. Var. africanus Newstead.,83,1914,7
BSPE-7-90,BRAULT (J.),Note à propos de l’énantiothamnose.,90,1914,7
BSPE-7-91,MOREAU (L.),À propos de la prophylaxie de la lèpre. Les léproseries des îles Comores.,91,1914,7
BSPE-7-96,BLANCHARD (M.),Inoculations expérimentales de l’ulcère phagédénique tropical.,96,1914,7
BSPE-7-99,VINCENT,Inoculations expérimentales de l’ulcère phagédénique tropical. (Discussion),99,1914,7
BSPE-7-101,CONSEIL (E.),Le galyl et le ludyl dans le traitement de la fièvre récurrente.,101,1914,7
BSPE-7-105,LEGENDRE (J.),Le paludisme à Tananarive.,105,1914,7
BSPE-7-110,BROQUET (C.),Paludisme et Culicides au Petchili.,110,1914,7
BSPE-7-112,"CARINI (A.), MACIEL (J.-J.)",Infections de toxoplasmose et de paralysie bulbaire infectieuse par les muqueuses saines.,112,1914,7
BSPE-7-114,"FOLEY (H.), VIALATTE (C.), ADDE (R.)",Existence dans le Sud-Marocain (Haut-Guir) du bouton d’Orient à l’état endémique.,114,1914,7
BSPE-7-115,MARULLAZ (M.),"Contribution à l’étude des trypanosomes des oiseaux, deux espèces nouvelles.",115,1914,7
BSPE-7-118,TRAUTMANN (R.),Inoculation positive de Trypanosoma cazalboui à un Cercopithecus patas.,118,1914,7
BSPE-7-121,DELANOË (P.),"Au sujet de l’existence chez un saurien, Agama colonorum Dum. et Bibr., d’une filaire et d’une microfilaire sanguines.",121,1914,7
BSPE-7-125,"LÉGER (Marcel), LE GALLEN (R.)",Fréquence de Filaria bancrofti chez des sujets de la Guadeloupe ne présentant ni éléphantiasis ni accidents lymphangitiques.,125,1914,7
BSPE-7-129,"RAILLIET (A.) HENRY (A.), BAUCHE (J.)","Sur les helminthes de l’éléphant d’Asie. II. Nématodes, A.",129,1914,7
BSPE-7-132,BRUMPT (Emile),Réduvides de l’Amérique du Nord capables de transmettre le Trypanosoma cruzi.,132,1914,7
BSPE-7-133,NICOLAS (CH.),Quelques cas de fièvres d’origine indéterminée simulant le paludisme en Nouvelle-Calédonie. ,133,1914,7
BSPE-7-136,LAVERAN (Alphonse),Au sujet d’échantillons de liqueurs de traite.,136,1914,7
BSPE-7-137,ROCQUES (X.),Analyses d’échantillons de spiritueux provenant de Grand Bassam.,137,1914,7
BSPE-7-140,DUMAS (R.),Action de l’émétine sur la dysenterie bacillaire pure.,140,1914,7
BSPE-7-142,DOPTER (CH.),Amibiase et émétine.,142,1914,7
BSPE-7-151,"BROQUET (C.), BRUMPT (Emile), VINCENT",Amibiase et émétine. (Discussion),151,1914,7
BSPE-7-152,DELANOË (P.),"Le fonctionnement du service de prophylaxie à Bouaké (Côte d’Ivoire) à l’égard des trypanosomiases animales, du 10 juin au 31 décembre 1913. ",152,1914,7
BSPE-7-160,"LAFONT (A.), DUPONT (V.)",Traitement de la trypanosomiase humaine au Sénégal par le ludyl et le galyl.,160,1914,7
BSPE-7-173,LAVERAN (Alphonse),Au sujet d’un cas de leishmaniose canine signalé à Marseille.,173,1914,7
BSPE-7-176,BERNARD (P. Noel),Recherches sur la pathogénie de l’ulcère phagédénique des pays chauds.,176,1914,7
BSPE-7-180,COLLIN (L.),Le pian ou « Tonga» aux îles Loyalty.,180,1914,7
BSPE-7-181,LÉGER (A.),Le paludisme dans le Haut-Sénégal et Niger. Index endémique de la ville de Bamako.,181,1914,7
BSPE-7-185,"YAKIMOFF (W.L.), SCHOKHOR (N.I.)",Recherches sur les maladies tropicales humaines et animales au Turkestan. I. Répartition de la leishmaniose canine au Turkestan.,185,1914,7
BSPE-7-186,"YAKIMOFF (W.L.), SCHOKHOR (N.I.)",Recherches sur les maladies tropicales humaines et animales au Turkestan. II. La leishmaniose cutanée (bouton d’Orient) spontanée du chien du Turkestan.,186,1914,7
BSPE-7-187,"YAKIMOFF (W.L.), SCHOKHOR (N.I.)",Recherches sur les maladies tropicales humaines et animales au Turkestan. III. Les trypanosomiases des chameaux et des ânes au Turkestan.,187,1914,7
BSPE-7-188,"YAKIMOFF (W.L.), SCHOKHOR (N.I.)",Recherches sur les maladies tropicales humaines et animales au Turkestan. IV. Les microfilaires des animaux domestiques au Turkestan.,188,1914,7
BSPE-7-189,"YAKIMOFF (W.L.), SCHOKHOR (N.I.), KOSELKINE (P.-M.), WINOGRADOFF (W.W.), DEMIDOFF (A.-P.)",Recherches sur les maladies tropicales humaines et animales au Turkestan. V. La microfilariose des chevaux au Turkestan. ,189,1914,7
BSPE-7-192,YAKIMOFF (W.L.),Recherches sur les maladies tropicales humaines et animales au Turkestan.VI. La formule leucocytaire du sang des malades renfermant Filaria medinensis.,192,1914,7
BSPE-7-193,LIGNOS (A.),La mortalité par kala-azar à Hydra en 1911.,193,1914,7
BSPE-7-193,"LEMAIRE (G.), SERGENT (EDM.), LHÉRITIER (A.)",Spécificité de la kératite observée chez les chiens atteints de leishmaniose naturelle.,193,1914,7
BSPE-7-196,"MESNIL (F.), BLANCHARD (M.)",Sur l’identification du virus d’un cas de trypanosomiase humaine contractée au laboratoire.,196,1914,7
BSPE-7-200,DANYSZ (J.),Traitement du surra par les composés arsénicaux et arséno-argentiques. Rapports entre les doses tolérées et les doses curatives.,200,1914,7
BSPE-7-202,CONOR (A.),Essais de transmission de la bilharziose.,202,1914,7
BSPE-7-206,"RAILLIET (A.) HENRY (A.), BAUCHE (J.)",Sur les Helminthes de l’éléphant d’Asie. III. Nématodes B.,206,1914,7
BSPE-7-210,GEDOELST (L.),Note sur un genre nouveau d’Œstride.,210,1914,7
BSPE-7-212,ROUBAUD (É.),Œstrides gastricoles et cavicoles de l’Afrique occidentale française.,212,1914,7
BSPE-7-216,"BRAULT (J.), MONTPELLIER (J.)",Mélanodermie physiologique des muqueuses en Algérie.,216,1914,7
BSPE-7-218,"LEBŒUF (A.), SALOMON (E.)",La lèpre en Nouvelle-Calédonie.,218,1914,7
BSPE-7-232,SARRAILHE (A.),Notes sur la toxoplasmose expérimentale.,232,1914,7
BSPE-7-240,"LAVERAN (Alphonse), MARULLAZ (M.)",Sur la nature des corps de GRAHAM-SMITH.,240,1914,7
BSPE-7-246,DELANOË (P.),Le fonctionnement du parc vaccinogène de Bouaké (Côte d’Ivoire) du 10 mars au 31 décembre 1913. ,246,1914,7
BSPE-7-257,KOPKE (A),"À propos de l’article État des méninges et injections intra-rachidiennes de néosalvarsan dans la trypanosomiase humaine. (Bull Soc Pathol Exot, 1914, 7, 6368)",257,1914,7
BSPE-7-262,LE DANTEC (A.),Priorité de la découverte du bacille du phagédénisme tropical et de la pourriture d’hôpital.,262,1914,7
BSPE-7-266,VINCENT,Priorité de la découverte du bacille du phagédénisme tropical et de la pourriture d’hôpital. (Discussion) ,266,1914,7
BSPE-7-268,DISTASO (A.),Sur l’étiologie de la Sprue.,268,1914,7
BSPE-7-270,VINCENT,Sur l’étiologie de la Sprue. (Discussion),270,1914,7
BSPE-7-271,"DELANOË (M.), DELANOË (MME P.)","De la rareté de Pneumocystis Carinii chez les cobayes dela région de Paris. Absence de kystes chez d’autres animaux (lapin, grenouille, 3 anguilles). ",271,1914,7
BSPE-7-272,ROW (R.),Generalised leishmaniasis induced in a mouse with the culture of Leishmania tropica of oriental sore.,272,1914,7
BSPE-7-275,LAVERAN (Alphonse),Generalised Leishmaniasis induced in a mouse with the culture of Leishmania tropica of oriental sore. (Discussion),275,1914,7
BSPE-7-277,CARINI (A.),L’émétique dans le traitement de la leishmaniose cutanée et muqueuse.,277,1914,7
BSPE-7-281,DELANOË (P.),Variations de la virulence de Tr. dimorphon. ,281,1914,7
BSPE-7-289,"CARINI (A.), MACIEL (J.)",Existence de la maladie de Chagas dans l’état de Sâo Paulo.,289,1914,7
BSPE-7-292,"CARINI (A.), MACIEL (J.)",Distribution des Triatomes dans l’état de Sâo Paulo.,292,1914,7
BSPE-7-296,RINGENBACH (J.),Quelques hématozoaires du Congo.,296,1914,7
BSPE-7-299,LEVADITI (C.),À propos du mode d’action des médicaments parasiticides.,299,1914,7
BSPE-7-301,PARROT (L.),Parasitisme intestinal chez les Arabes du Tell Algérien. Présence d’Hymenolepis nana.,301,1914,7
BSPE-7-303,BRAU (P.),Amibiase et émétine (tableau réumant les observations faites à l’hôpital de Saïgon).,303,1914,7
BSPE-7-310,GRALL (CH.),Amibiase et émétine (tableau réumant les observations faites à l’hôpital de Saïgon). (Discussion),310,1914,7
BSPE-7-313,"SIMOND (P. L.), PASTEUR VALLERY-RADOT (LOUIS), KIAMIL (BEY), ASSEO (R. )","Notes sur le choléra à Constantinople et en Thrace,de 1910 à 1913.",313,1914,7
BSPE-7-365,COUVY (L.),Bacilles de Hansen dans les ganglions de personnes apparemment saines.,365,1914,7
BSPE-7-367,SAMBON (L.),"Présentation de photographies concernant les maladies exotiques des Antilles, en particulier la pellagre.",367,1914,7
BSPE-7-371,"ARGAUD (R.), BRAULT (J.)",Contribution à l’étude de l’anatomie pathologique et de la pathogénie de l’Ainhum.,371,1914,7
BSPE-7-376,LE DANTEC (A.),Priorité de la découverte du bacille du phagédénisme tropical et de la pourriture d’hôpital.,376,1914,7
BSPE-7-380,ESCOMEL (E.),Sur l’actinomycose humaine au Pérou.,380,1914,7
BSPE-7-382,"BILLET (A.), GRENIER (M.)",Sur la fièvre récurrente au Maroc oriental.,382,1914,7
BSPE-7-385,AHMED (E.),Une variété nouvelle du parasite de Laveran.,385,1914,7
BSPE-7-388,MATHIS (C.),Épidémie de paludisme ayant sévi dans la province de Sontay durant l’été de 1913.,388,1914,7
BSPE-7-391,"LÉGER (A.), (M.)",Leucocytozoon d’oiseaux du Haut-Sénégal et Niger.,391,1914,7
BSPE-7-395,"CARINI (A.), BOTELHO (C.)",Sur quelques trypanosomes d’oiseaux du Brésil.,395,1914,7
BSPE-7-398,ROUBAUD (É.),"Le Larbish ou Œrbiss des Ouoloffs, pseudo-myiase rampante sous-cutanée du Sénégal.",398,1914,7
BSPE-7-402,"DUBOIS (A.), CORIN (G.)",Rapport sur une petite épidémie de béribéri à Bokala (Congo belge).,402,1914,7
BSPE-7-405,DUMAS (R.),Malades traités par l’émétine à Saïgon et au Cap Saint-Jacques pendant l’année 1913. Dysentries amibiennes ou mixtes.,405,1914,7
BSPE-7-406,MIRAMOND DE LA ROQUETTE,Sur l’absorption du rayonnement solaire par la peau et son utilisation dans l’économie animale. ,406,1914,7
BSPE-7-411,NICLOT (F.),Des enquêtes et de l’appréciation des statistiques en matière de paludisme.,411,1914,7
BSPE-7-416,"SERGENT (EDM.), FOLEY (H.)",Exploration scientifique du Sahara constantinois (Oued Rir’ – Oued Souf) avril 1912).,416,1914,7
BSPE-7-430,BERNARD (P. Noel),"Sur un Rhizopus pathogène de l’homme : Rhizopus equinus Lucet et Costantin 1903, variété annamensis P.N. Bernard 1914.",430,1914,7
BSPE-7-437,"LÉGER (A.), (M.)",Les Leucocytozoon : leur dénombrement et essai de classification.,437,1914,7
BSPE-7-447,CARDAMATIS (J.P.),Rapport sur la lutte contre le choléra en Macédoine pendant la guerre Gréco-Bulgare. ,447,1914,7
BSPE-7-461,LAVERAN (Alphonse),"À propos de l’article Les Leucocytozoon : leur dénombrement et essai de classification. (Bull Soc Pathol Exot, 1914, 7, 437-447)",461,1914,7
BSPE-7-464,"BOQUET (A.), NÈGRE (L.)",Sur la nature mycosique du parasite de la lymphangite épizootique. Formation de gouttelettes d’huile et de filaments.,464,1914,7
BSPE-7-466,DUFOUGÉRÉ (W.),La méningite à pneumocoques des tirailleurs sénégalais.,466,1914,7
BSPE-7-469,JOUVEAU-DUBREUIL (H.),"Ulcère phagédénique à Tchentou (Setchouen, Chine).",469,1914,7
BSPE-7-472,"BRAULT (J.), MONTPELLIER (J.)","Note sur la présence du spirille de la fièvre récurrente nord-africaine, dans quelques liquides et excréta de l’économie.",472,1914,7
BSPE-7-473,"BRAULT (J.), MONTPELLIER (J.)","Essai de traitement de la fièvre récurrente nord-africaine, par des injections intramusculaires d’Olarsol. ",473,1914,7
BSPE-7-475,"BONNEFAY(), MAILLE",Abcès du foie amibien avec association de bacilles de Koch.,475,1914,7
BSPE-7-479,NICOLLE (CHARLES),Chronique du kala-azar en Tunisie.,479,1914,7
BSPE-7-481,"NICOLLE (CHARLES), CONOR (M.)",Difficulté de conservation du virus de la leishmaniose canine par les passages.,481,1914,7
BSPE-7-484,PRINGAULT (E.),La leishmaniose canine à Marseille.,484,1914,7
BSPE-7-488,"LÉGER (Marcel), (A.)",Hématozoaires des Reptiles du Haut-Sénégal-Niger.,488,1914,7
BSPE-7-493,"LÉGER (A.), (M.)",Trypanosomes et Hæmoproteus d’oiseaux du Haut-Sénégal et Niger.,493,1914,7
BSPE-7-497,MOUCHET (R.),Note sur le Porocephalus moniliformis. ,497,1914,7
BSPE-7-502,CORIN (G.),Présence de larves de porocéphales chez Tragelaphus scriptus (Antilope rayée commune). ,502,1914,7
BSPE-7-503,COLLIN (L.),Vaccine en Nouvelle-Calédonie et aux Loyalty.,503,1914,7
BSPE-7-506,"BRIDRE (J.), BOQUET (A.)",L’importation en France des moutons algériens et la protection des troupeaux métropolitains contre la clavelée.,506,1914,7
BSPE-7-509,DAVID,Sur l’étiologie et prophylaxie de la fièvre bilieuse hémoglobinurique.,509,1914,7
BSPE-7-512,YOFÉ (H.),À propos de la fièvre bilieuse hémoglobinurique en Palestine.,512,1914,7
BSPE-7-515,PHISALIX (MARIE),Anatomie comparée de la tête et de l’appareil venimeux chez les serpents.,515,1914,7
BSPE-7-517,PHISALIX (MARIE),"Note sur les précautions à prendre dans la récolte, la conservation et l’envoi des animaux venimeux et de leur venin.",517,1914,7
BSPE-7-522,"MOTAIS (François), JAMOT (E.), ROBERT (M.J.F.)",Notes sur la géographie médicale du Ouadaï.,522,1914,7
BSPE-7-528,"LAVERAN (Alphonse), ROUDSKY (D.)",Contribution à l’étude de la virulence du Trypanosoma lewisi et du Tr. duttoni pour quelques espèces animales.,528,1914,7
BSPE-7-535,LEBŒUF (A.),Observations relatives au traitement de la lèpre et notamment à l’action très favorable exercée par l’huile de Chaulmoogra chez les Canaques de l’archipel Calédonien.,535,1914,7
BSPE-7-552,COUVY (L.),Un cas de fièvre jaune chez un indigène de la Côte d’Ivoire.,552,1914,7
BSPE-7-554,"BRAULT (J.), VIGUIER (A.)",Les champignons des teignes à Alger.,554,1914,7
BSPE-7-557,JEANSELME (E.),De l’urétrite lépreuse.,557,1914,7
BSPE-7-559,BLANQUIER (H.),La lèpre dans le cercle de Touba (Côte d’Ivoire).,559,1914,7
BSPE-7-565,GRENIER (M.),Étude expérimentale de Spirochaeta berbera. ,565,1914,7
BSPE-7-569,"FOLEY (H.), VIALATTE (C.)",Traitement de la fièvre récurrente nord-africaine par le néosalvarsan et l’olarsol.,569,1914,7
BSPE-7-571,"DERRIEU(G.), RAYNAUD (M.)",Dysenterie chronique à flagellé nouveau.,571,1914,7
BSPE-7-575,PHISALIX (M.),"Sur une hémogrégarine nouvelle, parasite de Boodon fuliginosus Boie et ses formes de multiplication endogène.",575,1914,7
BSPE-7-577,"SERGENT(EDM.),SERGENT(ÉT.), LEMAIRE (G.), SENEVET (G.)",Insecte transmetteur et réservoir de virus du clou de Biskra. Hypothèse et expérience préliminaires.,577,1914,7
BSPE-7-580,"LAVERAN (Alphonse), FRANCHINI (G.)",Contribution à l’étude des « Marginal points » des hématies de Mammifères.,580,1914,7
BSPE-7-584,MANSION (G),Les phlébotomes européens.,584,1914,7
BSPE-7-590,MARZINOWSKY (E.-J.),De l’existence de Stegomyia fasciata (St. calopus) en Russie.,590,1914,7
BSPE-7-593,"LAVERAN (Alphonse), ROUDSKY (D.)",Sur un dérivé du diaminoarsénobenzène.,593,1914,7
BSPE-7-595,"LAUNOY(), MESNIL (F.)",Sur un dérivé du diaminoarsénobenzène. (Discussion),595,1914,7
BSPE-7-596,BRAU (P.),De l’urobilinurie dans les congestions hépatiques d’origine palustre.,596,1914,7
BSPE-7-598,COLLIN (L.),Hygiène des indigènes des îles de la Loyauté.,598,1914,7
BSPE-7-600,COLLIN (L.),Aperçus démographiques sur les îles de la Loyauté.,600,1914,7
BSPE-7-605,"LAVERAN (Alphonse), FRANCHINI (G.)",Infections de mammifères par des flagellés d’invertébrés.,605,1914,7
BSPE-7-612,"MESNIL (F.), RINGENBACH (J.)",Sur le Trypanosoma rhodesiense et ses affinités avec le Tr. gambiense.,612,1914,7
BSPE-7-619,"RINGENBACH (J.), GUYOMARC’H",La filariose dans les régions de la nouvelle frontière Congo-Cameroun. Observation sur la transmission de Microfilaria diurna et de Microfilaria perstans. ,619,1914,7
BSPE-7-626,CIUCA (M.),L’action de quelques substances médicamenteuses sur le pouvoir alexique du sérum.,626,1914,7
BSPE-7-633,"LEVADITI (C.), MUTERMILCH (ST.)",Ambocepteurs et arsénobenzol.,633,1914,7
BSPE-7-640,"LAFONT (A.), DUPONT (V.)",Traitement de la trypanosomiase humaine au Sénégal par le ludyl et le galyl.,640,1914,7
BSPE-7-649,LAVERAN (Alphonse),Allocution du Président.,649,1914,7
BSPE-7-651,BEGUET (M.),"Essais de destruction du Stauronotus maroccanus Thun., en Algérie, au moyen du Coccobacillus acridiorum d’Hérelle.",651,1914,7
BSPE-7-654,"LAVERAN (Alphonse), ROUDSKY (D.)",De l’inoculabilité du Trypanosoma lewisi au loir (Myoxus glis).,654,1914,7
BSPE-7-657,ESCOMEL (E.),Un nouveau traitement de la trichomoniase intestinale.,657,1914,7
BSPE-7-660,SERGENT (EDM.),Première note sur les phlébotomes algériens.,660,1914,7
BSPE-7-663,LAVERAN (Alphonse),"Infections expérimentales de souris, d’un mériones, d’un rat et d’un macaque par la Leishmania tropica.",663,1914,7
BSPE-7-670,CIUCA (M.),Sur l’action protectrice et immunisante du sérum des animaux trypanosomés traités à l’émétique de potassium.,670,1914,7
BSPE-7-678,YOFÉ (H.),Traitement des cachexies paludéennes.,678,1914,7
BSPE-7-685,BOUILLIEZ (M.),"Exposé des travaux en cours au laboratoire de Fort Archambault (trypanosomiases, mouches piquantes, paludisme, bilharziose, goître).",685,1914,7
BSPE-7-697,LAVERAN (Alphonse),Présentation d’un chien inoculé avec succès au moyen de la Leishmania tropica sur souris. ,697,1914,7
BSPE-7-699,"SERGENT (EDM.), LHÉRITIER (A.), BOQUET (A.)","Études sur les piroplasmoses en Algérie. (5e note) Infection par les piroplasmes de bovins arrivant de France en Algérie, pendant l’hiver.",699,1914,7
BSPE-7-700,"NICOLLE (CHARLES), CHATTON (Edouard)","Longue conservation de la virulence pour l’homme de la Leishmania tropica, en cultures.",700,1914,7
BSPE-7-702,BRUMPT (Emile),"Importance du cannibalisme et de la coprophagie chez les Réduvidés hématophages (Rhodnius, Triatoma) pour la conservation des trypanosomes pathogènes en dehors de l’hôte vertébré.",702,1914,7
BSPE-7-706,BRUMPT (Emile),Le xénodiagnostic. Application au diagnostic de quelques infections parasitaires et en particulier à la trypanosomose de Chagas.,706,1914,7
BSPE-7-711,"MARTIN (Louis), DARRÉ (H.)",Documents sur la trypanosomiase humaine.,711,1914,7
BSPE-7-715,MESNIL (F.),Documents sur la trypanosomiase humaine. (Discussion),715,1914,7
BSPE-7-716,"MESNIL (F.), BOURRET (G.)",Sur un trypanosome humain au Sénégal.,716,1914,7
BSPE-7-722,SORIA (P.),Note sur le traitement de l’hématurie dans la bilharziose.,722,1914,7
BSPE-7-724,LAVERAN (Alphonse),L’immunité que confère souvent aux caprins une première atteinte de trypanosomiase peut-elle être transmise héréditairement?,724,1914,7
BSPE-8-5,LAVERAN (Alphonse),Allocution du Président.,5,1915,8
BSPE-8-11,"PINOY (E.), MASSON (P.)",Mycétome du poumon de l’âne.,11,1915,8
BSPE-8-13,PHISALIX (M.),Mécanisme de la résistance des batraciens et des serpents au virus rabique.,13,1915,8
BSPE-8-17,SALIMBENI (A.T.),Recherches sur la vaccination préventive contre le choléra asiatique.,17,1915,8
BSPE-8-22,SERGENT (EDM.),Infections expérimentales de la souris par des cultures de la Leishmania tropica.,22,1915,8
BSPE-8-25,LIGNOS (A.),Quelques nouveaux cas de guérison du kala-azar infantile observés à Hydra.,25,1915,8
BSPE-8-28,"AUBERT (P.), MICHELI (M.)",Essais de traitement des infections expérimenta- les à Trypanosoma gambiense et dimorphon avec des « suspensions huileuses » d’arsenic et d’antimoine (Métoléine).,28,1915,8
BSPE-8-31,LAVERAN (Alphonse),Le dérivé O1 du diaminoarsénobenzène dans les trypanosomiases du chien et du cobaye.,31,1915,8
BSPE-8-32,"MESNIL (F.), MOTAIS (François)",Sur l’action trypanocide in vivo d’un dérivé (OK1) du diaminoarsénobenzène.,32,1915,8
BSPE-8-34,ROUBAUD (É.),Sur un essai d’élevage de Glossines dans les laboratoires d’Europe.,34,1915,8
BSPE-8-37,"LAFONT (A.), DUPONT (V.)","Action comparée, in vivo, chez le rat blanc, de l’atoxyl, du salvarsan, du néosalvarsan, du galyl, et du ludyl, sur Tr. gambiense et Tr. rhodesiense. ",37,1915,8
BSPE-8-49,"NÈGRE (L.), BOQUET (A.)",Sur la culture du parasite de la lymphangite épi- zootique.,49,1915,8
BSPE-8-52,VIOLLE (H.),Sur un nouveau milieu de culture de séparation pour le vibrion cholérique (milieu sodo-glycériné). ,52,1915,8
BSPE-8-54,KÉRANDEL (J.),Insectivore réservoir de virus de la peste au Cambodge.,54,1915,8
