	article_id	article_auteur	article_detail	article_titre	revue_annee	revue_numero	article_page
2280	AHMC-17-815	M. le Dr Malouvier	 II Étude clinique	 Épidémie de paludisme dans la province de Son-Tay (Tonkin), mai-juin-juillet 1913.	1914	17	815
2284	AHMC-17-825	M	 le Dr Gravellat	Rapport sur l'état sanitaire du bataillon de tirailleurs Sénégalais de Rufisque (Sénégal). Octobre 1913 à avril 1914.	1914	17	825
2285	AHMC-17-833	M. le Dr J.-L.-M. Mathis. Chapitre premier	 Orographie et climatologie(1)	 Notes sur le fonctionnement du service de santé dans le 2° territoire militaire du Tonkin (province de Cao-Bang).	1914	17	833
2292	AHMC-17-860	M. le Dr C	 Mathis	 Unicité ou pluralité des amibes dysentériques.	1914	17	860
2293	AHMC-17-867	M	 le Dr Dumas	 Statistique des maladies traitées par l'émétine à Saïgon et au cap Saint-Jacques en 1913. Dysenteries amibiennes ou mixtes.	1914	17	867
2294	AHMC-17-868	M	 le Dr Roussy	Traitement de la filariose par l'atoxyl.	1914	17	868
2295	AHMC-17-874	M. le Dr C	 Allary	 Cinq mois de vaccination dans le Delta du Tonkin.	1914	17	874
2296	AHMC-17-886	M. le Dr Brau et M	 le Dr Nogue	 Les hémorragies du tube digestif au cours de l'hépatite suppurée.	1914	17	886
2302	AHMC-17-917	M. le Dr Contaut. Chapitre premier	 Service médical des troupes	 Considérations générales sur la morbidité et la mortalité au Gabon, pendant l'année 1913.	1914	17	917
2305	AHMC-17-940			Les maladies épidémiques en Afrique occidentale française en 1912. Fièvre jaune. – Peste. – Variole. Extrait du Rapport annuel de M. le Dr Collomb	1914	17	940
2306	AHMC-17-955			 Morbidité et mortalité des troupes du corps d'occupation de Madagascar (année 1912). Extrait du Rapport de M. le Dr Gallay	1914	17	955
2307	AHMC-17-964	M. le Dr Brau. Première partie (juillet 1913)	 30 observations	Clinique d'Outre-Mer. Dysenteries ou diarrhées amibiennes traitées avec succès par les injections de chlorhydrate d'émétine (service des dysentériques de l'hôpital militaire de Saïgon).	1914	17	964
2308	AHMC-17-986	M. le Dr Brau. Première partie (juillet 1913). 30 observations. Deuxième partie (septembre-octobre 1913)	 20 observations	 Clinique d'Outre-Mer. Dysenteries ou diarrhées amibiennes traitées avec succès par les injections de chlorhydrate d'émétine (service des dysentériques de l'hôpital militaire de Saïgon).	1914	17	986
2309	AHMC-17-100	M. le Dr Brau. Deuxième partie (septembre-octobre 1913). 20 observations. Troisième partie (novembre-décembre 1913)	 5 observations	0 Clinique d'Outre-Mer. Dysenteries ou diarrhées amibiennes traitées avec succès par les injections de chlorhydrate d'émétine (service des dysentériques de l'hôpital militaire de Saïgon).	1914	17	100
2310	AHMC-17-100	M. le Dr Brau. Troisième partie (novembre-décembre 1913). 5 observations. Quatrième partie. – Insuccès de l'émétine. (septembre-octobre.)	 2 observations	3 Clinique d'Outre-Mer. Dysenteries ou diarrhées amibiennes traitées avec succès par les injections de chlorhydrate d'émétine (service des dysentériques de l'hôpital militaire de Saïgon).	1914	17	100
2311	AHMC-17-100	M. le Dr Brau. Quatrième partie. – Insuccès de l'émétine. (septembre-octobre.). 2 observations. Cinquième partie. – Insuccès du traitement émétiné. Coïncidence de sommets douteux	 2 observations	5 Clinique d'Outre-Mer. Dysenteries ou diarrhées amibiennes traitées avec succès par les injections de chlorhydrate d'émétine (service des dysentériques de l'hôpital militaire de Saïgon).	1914	17	100
2312	AHMC-17-100	M	 le Dr Bijon	Sur un cas de Goundou à Kayes.	1914	17	100
2313	AHMC-17-100	M	 le Dr Bijon	Sphacèle progressif de la jambe d'origine filarienne. Auto-amputation par le malade, complétée à l'hôpital.	1914	17	100
2314	AHMC-17-101	M	 le Dr Abbatucci	Une cystotomie sus-pubienne d'urgence.	1914	17	101
2315	AHMC-17-101	MM	 les Drs Dagorn et le Dantec	Observations de dysenterie et d'hépatite suppurée, recueillies à l'hôpital de Hanoï.	1914	17	101
2316	AHMC-17-101	M	 le Dr Percheron	Étude sur les cas d'ictère constatés dans le service des fiévreux à l'hôpital de campagne de Casablanca (1er novembre 1913-1er mai 1914).	1914	17	101
2317	AHMC-18-1	M	 le Dr Lasnet	 État sanitaire des troupes noires de l'armée du Rhin (troupes sénégalaises) pendant l'hiver 1919-1920.	1920	18	1
2318	AHMC-18-8	M. le Dr Camail et M. le Dr Cazanove. I	 Mode de recrutement	Considérations sur la valeur physique des contingents indigènes recrutés à Madagascar pendant la durée de la guerre.	1920	18	8
2319	AHMC-18-10	M. le Dr Camail et M. le Dr Cazanove. I. Mode de recrutement. II	 Instructions médicales pour le recrutement	 Considérations sur la valeur physique des contingents indigènes recrutés à Madagascar pendant la durée de la guerre.	1920	18	10
2324	AHMC-18-46	M. le Dr Cartron et M. le Dr Bacqué. I. Considérations générales	 Morbidité épidémique des tirailleurs sénégalais	Notes sur la vaccination antipneumococcique et la sérothérapie antipneumococcique chez les tirailleurs sénégalais à Biskra (Algérie) 1919-1920.	1920	18	46
2325	AHMC-18-48	M. le Dr Cartron et M. le Dr Bacqué. I. Considérations générales. Morbidité épidémique des tirailleurs sénégalais. II	 Action préventive du vaccin antipneumococcique	 Notes sur la vaccination antipneumococcique et la sérothérapie antipneumococcique chez les tirailleurs sénégalais à Biskra (Algérie) 1919-1920.	1920	18	48
2329	AHMC-18-62	M	 le Dr Girard	 La Bilharziose américaine à Madagascar.	1920	18	62
2330	AHMC-18-76	M	 le Dr Abbatucci	 Considérations cliniques sur l'épidémie de grippe de 1918-1919 observée à l'hôpital de Fez (Maroc).	1920	18	76
2331	AHMC-18-80	M	 le Dr Petit	Traitement de la gelure des pieds par une eau minérale naturelle en injections sous-cutanées.	1920	18	80
2332	AHMC-18-88	M	 Lespinasse	 Étude sur l'alimentation en eau potable dans l'archipel des Tuamotu.	1920	18	88
2333	AHMC-18-97	M	 le Dr Lépine	Rapport sur une tournée d'inspection médicale dans la région ouest du Cameroun (mai-juin 1920).	1920	18	97
2334	AHMC-18-105	M. le Dr Vallet (A.-L.-M	)	 Rapport sur le fonctionnement du service médical du consulat de France à Tchong-King pendant l'année 1919.	1920	18	105
2335	AHMC-18-109	M	 le Dr Marcel Leger	La lèpre dans les colonies françaises.	1920	18	109
2336	AHMC-18-110	M. le Dr Marcel Leger. A	 Colonies d'Asie	 La lèpre dans les colonies françaises.	1920	18	110
2340	AHMC-18-138	M	 le Dr Giudicelli	 Documents cliniques. Un cas de péritonite mortelle consécutive à une perforation de l'intestin par ascarides, à Loango (Moyen-Congo).	1920	18	138
2341	AHMC-18-139	M. le Dr H. G	 Morin	Quinine et fièvre hémoglobinurique.	1920	18	139
2342	AHMC-18-148			Prophylaxie de la maladie du sommeil	1920	18	148
2343	AHMC-18-168	Michel Léon-Kindberg		À propos du pneumothorax artificiel dans la tuberculose pulmonaire.	1920	18	168
2344	AHMC-18-169	MM. les Drs A. Calmette et C	 Guérin	Nouvelles recherches expérimentales sur la vaccination des bovidés contre la tuberculose.	1920	18	169
2345	AHMC-18-170	E	 Hasell Wright 	Note préliminaire sur des observations de fièvre bilieuse hémoglobinurique, dans la province de Coorg (1917-1918). Considérations étiologiques, notamment sur le rôle d'un parasite protozoaire du genre piroplasma, associé à l'hématozoaire ou d'une forme nouvelle et non encore décrite du plasmode de Laveran (Théorie de Donovan).	1920	18	170
2346	AHMC-18-171	Sir Leonard Rogers. F. R	 S	Le traitement de la lèpre.	1920	18	171
2347	AHMC-18-175	MM	 Abrami et Senevet	Paludisme et novarsénobenzol.	1920	18	175
2348	AHMC-18-176	M	 le Dr Nogue	Un cas de trypanosomiase avec mouvements choréo-athétosiques et incoordination cérébelleuse très marquée.	1920	18	176
2349	AHMC-18-177	M	 le Dr Minet	Traitement de la syphilis par les injections sous-cutanées quotidiennes.	1920	18	177
2350	AHMC-18-178	M	 le Dr Abbatucci	La menace de la bilharziose dans nos possessions de l'Afrique du nord et plus particulièrement en Syrie.	1920	18	178
2351	AHMC-18-179	M	 le Dr Motais	La sparganose oculaire en Annam.	1920	18	179
2352	AHMC-18-180	le major J.W.C. Gunn, R.A.M.C. et le Lieutenant R.E. Savage, attached R.A.M	C	Traitement des infections dues à l'entamoeba histolytica.	1920	18	180
2353	AHMC-18-181	M. E	 Brumpt	La transmission de la piroplasmose canine française par le dermacentor reticulatus. Embolies parasitaires dans les capillaires de l'encéphale.	1920	18	181
2354	AHMC-18-182	J	 Schwetz	À propos du diagnostic le plus expéditif de la maladie du sommeil dans la pratique ambulatoire de la brousse.	1920	18	182
2355	AHMC-18-183	Van den Branden		Toxicité du chlorhydrate d'émétine chez l'homme.	1920	18	183
2356	AHMC-18-184	M	 Chambelland	Passage du trypanosome de la mère à un foetus (chez les animaux). Par P. W. Basset-Smith C. B., C. M. G, etc. Culture de l'hématozoaire du paludisme.	1920	18	184
2357	AHMC-18-185			Neurologie	1920	18	185
2359	AHMC-19-5	M. le Dr F. Noc	 I Notions générales sur les dysenteries	 Les dysenteries et les entérites infectieuses et parasitaires.	1921	19	5
2365	AHMC-19-38			Note sur l'épidémie de peste au Sénégal en 1914. I Épidémie de Dakar	1921	19	38
2366	AHMC-19-45			 Note sur l'épidémie de peste au Sénégal en 1914. II Dissémination de l'épidémie	1921	19	45
2367	AHMC-19-58			 Note sur l'épidémie de peste au Sénégal en 1914. II Dissémination de l'épidémie. III Statistique de la mortalité	1921	19	58
2368	AHMC-19-61			 Note sur l'épidémie de peste au Sénégal en 1914. IV Formes cliniques observées	1921	19	61
2369	AHMC-19-63			 Note sur l'épidémie de peste au Sénégal en 1914. IV Formes cliniques observées. V Mesures prises pour lutter contre la peste	1921	19	63
2370	AHMC-19-70			 Note sur l'épidémie de peste au Sénégal en 1914. V Mesures prises pour lutter contre la peste. VI Traitement de la peste	1921	19	70
2371	AHMC-19-72	le Dr Montfort		Un cas de peste autochtone en Nouvelle-Calédonie.	1921	19	72
2372	AHMC-19-75	M	 le Dr Clapier	Ostéite hypertrophiante au cours du pian.	1921	19	75
2373	AHMC-19-85	M	 le Dr Jamot	De l'utilisation des naturels de l'Afrique équatoriale pour la lutte contre la maladie du sommeil.	1921	19	85
2374	AHMC-19-93	M	 le Dr Seguin	 Contribution à l'étude du diagnostic précoce de la syphilis.	1921	19	93
2375	AHMC-19-94	M	 le Dr Clapier	Documents cliniques. Endémicité. Sur l'Oubangui, de fièvres rappelant la dengue.	1921	19	94
2376	AHMC-19-107			Traitement de l'ulcère phagédénique des pays chauds. 1. — Note de M. le Dr Normet	1921	19	107
2377	AHMC-19-108			 Documents cliniques. Traitement de l'ulcère phagédénique des pays chauds. 1. — Note de M. le Dr Normet. 2. — Note de M. le Dr G. Marzin et de M. le Dr A. Gambier	1921	19	108
2378	AHMC-19-111			 Documents cliniques. Traitement de l'ulcère phadégénique des pays chauds. 2. — Note de M. le Dr G. Marzin et de M. le Dr A. Gambier. 3. — Note de M. le Dr de Goyon et de M. le Dr Le Vilain	1921	19	111
2379	AHMC-19-114	U. N	 Brahmachari	Quelques observations sur la pression sanguine pendant les injections intra-veineuses de quinine dans le traitement de la malaria.	1921	19	114
2380	AHMC-19-115	M	 le Dr Pasteur-Valery-Radot	À propos de l'anaphylaxie à la quinine. Antianaphylaxie et désensibilisation.	1921	19	115
2381	AHMC-19-116	J. B	 Christopherson	Sur l'action du tartrate d'antimoine en injections intraveineuses.	1921	19	116
2382	AHMC-19-117	E	 Mangenie	La lèpre à l'île Rodrigues (1).	1921	19	117
2383	AHMC-19-120			Variétés. Le service médical dans l'Inde anglaise	1921	19	120
2384	AHMC-19-124	le Dr P	 Pironneau	Comment élever nos bébés ou Manuel pratique de puériculture.	1921	19	124
2386	AHMC-19-135	M	 le Dr Marcel Léger	 L'infestation par ankylostomes à la Guyane française.	1921	19	135
2387	AHMC-19-147	M	 le Dr Pons	 Étude de la fièvre bilieuse hémoglobinurique dans ses rapports avec le paludisme.	1921	19	147
2392	AHMC-19-166	M	 le Dr Spire	La lèpre au Dahomey.	1921	19	166
2393	AHMC-19-172	M	 le Dr Lépine	La prophylaxie de la maladie du sommeil au Cameroun.	1921	19	172
2394	AHMC-19-179	M. le Dr Henric et M	 le Dr Lamoureux	 Un cas de fièvre jaune à la Martinique.	1921	19	179
2395	AHMC-19-181	M. Bloch et M	 Bouvelot	Emploi de l'huile de Chaulmoogra et de ses dérivés dans le traitement de la lèpre.	1921	19	181
2396	AHMC-19-188			Épidémie de méningite cérébro-spinale à bord du Roberto-Figueras, transportant un convoi de coolies annamites. Rapports de MM. les Drs Peltier et Cavazza	1921	19	188
2397	AHMC-19-192	M	 le Dr Vincens	Notes sur le fonctionnement du service chirurgical à l'hôpital de Douala (Cameroun), novembre 1917 à novembre 1919.	1921	19	192
2398	AHMC-19-200	M	 le Dr Ferris	La dysenterie et l'hépatite suppurée au Dahomey (1).	1921	19	200
2399	AHMC-19-202	M	 le Dr Normet	Le traitement du paludisme.	1921	19	202
2400	AHMC-19-207	M. le Dr L	 Stévenel	Le bleu au permanganate.	1921	19	207
2401	AHMC-19-209	M	 le Dr Thiroux	Le bactériophage d'Hérelle.	1921	19	209
2402	AHMC-19-210	M	 le Dr Abbatucci	Documents cliniques. Accidents convulsifs mortels survenus au cours d'un traitement antisyphilitique par les injections intraveineuses de néo-salvarsan.	1921	19	210
2403	AHMC-19-214	M	 le Dr Abbatucci	La toxhémie dans le typhus exanthématique et sa symptomatologie.	1921	19	214
2404	AHMC-19-217	M. le Dr Carretier et M	 Ferré	Le traitement de l'ulcère phagédénique des pays chauds (4e note).	1921	19	217
2405	AHMC-19-226	le Colonel S. L. Cummins, C	 B	Le tétanos dans l'armée anglaise pendant la guerre (août 1914-décembre 1918).	1921	19	226
2406	AHMC-19-230	M. Foot (K	)	Notes sur “pediculus vestimenti”.	1921	19	230
2407	AHMC-19-231	MM. Ch. Broquet et L	 Morénas	De la tuberculose pleuro-pulmonaire des noirs, l'adénopathie trachéo-bronchique tuberculeuse à forme rapide.	1921	19	231
2408	AHMC-19-232			L'ulcère de Naga	1921	19	232
2409	AHMC-19-234	Theiler (Sir A	)	Maladies des animaux transmises par les tiques, leur prophylaxie.	1921	19	234
2410	AHMC-19-236	M	 le Dr Philip Hooper	Symptomatologie et traitement de la lèpre.	1921	19	236
2412	AHMC-19-247	M le Dr Allain. I	 Symptômes prémonitoires de l'épidémie de peste	 L'épidémie de peste de Tamatave en mars et avril 1921.	1921	19	247
2425	AHMC-19-264	M. le Dr P	 Gouzien	 L'épidémie d'influenza de 1918-1919 dans les colonies françaises. Note préliminaire.	1921	19	264
2427	AHMC-19-303	M. le Dr Cartron et M. le Dr Bacqué	 I Considérations générales	Notes sur le clou de Biskra chez les tirailleurs sénégalais à Biskra (Algérie).	1921	19	303
2428	AHMC-19-309	M. le Dr Cartron et M. le Dr Bacqué. I Considérations générales	 II Thérapeutique	 Notes sur le clou de Biskra chez les tirailleurs sénégalais à Biskra (Algérie).	1921	19	309
2430	AHMC-19-319	M	 le Dr Clapier	L'endémie pianique sur le Bas-Oubangui. Essai de lutte antipianique, 1920.	1921	19	319
2431	AHMC-19-320	M. le Dr Clapier	 I Répartition géographique	 L'endémie pianique sur le Bas-Oubangui. Essai de lutte antipianique, 1920.	1921	19	320
2437	AHMC-19-335	M	 le Dr Spire	 Historique des différentes épidémies de fièvre jaune au Dahomey.	1921	19	335
2438	AHMC-19-345	MM	 les Drs de Carnas et Abbatucci	Documents cliniques. Un cas d'érythrodermie exfoliante généralisée suivi de mort, consécutif à des injections sous-cutanées de néosalvarsan.	1921	19	345
2439	AHMC-19-354			La prophylaxie de la lèpre. Rapport de la Commission médicale brésilienne à l'académie nationale de médecine de Rio-de-Janeiro	1921	19	354
2440	AHMC-19-356	MM. L. Wynne Davies et W. B	 Johnson	Note concernant une fièvre de douze jours observée en Nigéria.	1921	19	356
2441	AHMC-19-361	N. Kubo, T. Ichinosa et S	 Iba	Pathogénie de la fièvre bilieuse hémoglobinurique. Proposition concernant le traitement et la prophylaxie de la fièvre bilieuse hémoglobinurique.	1921	19	361
2442	AHMC-19-362	C. A	 Gill	Influence de l'humidité sur la biologie des moustiques et sur leur pouvoir de transmission pour les infections.	1921	19	362
2443	AHMC-19-363	Malcolm E	 Mac Gregor	Variations dans l'alimentation des moustiques suivant les localités.	1921	19	363
2444	AHMC-19-364	Azzi		Diagnostic de la malaria latente par les injections d'adrénaline.	1921	19	364
2446	AHMC-19-366	morsure de rat (rat-bit fever)		Expériences concernant la transmission de la fièvre	1921	19	366
2447	AHMC-19-367	Thomas F	 Reilly	Un symptôme non décrit jusqu'ici pour le diagnostic de l'encéphalite léthargique.	1921	19	367
2448	AHMC-19-368	Robert Howard		Le traitement chirurgical de l'ulcère des pays chauds.	1921	19	368
2449	AHMC-19-369	Nathaniel Crichlow		Traitement de l'ulcère des pays chauds.	1921	19	369
2450	AHMC-19-370	E. L. Carr et W. L	 Chandler	Le néo-arsphénamine employé avec succès chez l'homme dans un cas de Giardiasis.	1921	19	370
2451	AHMC-19-371	F. L	 Armitage	Abcès amibiens du cerveau.	1921	19	371
2452	AHMC-19-372	O	 Schöbl	Note sur les qualités de conservation du vaccin desséché et pulvérisé.	1921	19	372
2453	AHMC-19-373	Howarth		Destruction des rats au moyen du vernis.	1921	19	373
2455	AHMC-19-379	M. le Dr Allain. I. Début de l'épidémie	 — Son origine	 L'épidémie de peste pulmonaire de Tananarive (juin-juillet 1921).	1921	19	379
2464	AHMC-19-418	M	 le Dr Garnier	Le choléra et la peste en Indo-Chine pendant les années 1919 et 1920.	1921	19	418
2465	AHMC-19-423	M. le Dr Ch. Jojot	 Historique	Le secteur de prophylaxie de la maladie du sommeil du Haut-Nyong (Cameroun).	1921	19	423
2466	AHMC-19-424	M. le Dr Ch. Jojot. Historique	 Géographie médicale du secteur(1)	 Le secteur de prophylaxie de la maladie du sommeil du Haut-Nyong (Cameroun).	1921	19	424
2473	AHMC-19-437	villages		 Le secteur de prophylaxie de la maladie du sommeil du Haut-Nyong (Cameroun). Par M. le Dr Ch. Jojot. Base du traitement. Extension reconnue de la trypanosomiase au 1er mai 1921. Pourcentage des trypanosomés	1921	19	437
2474	AHMC-19-442	villages	 Conclusions	 Le secteur de prophylaxie de la maladie du sommeil du Haut-Nyong (Cameroun). Par M. le Dr Ch. Jojot. Extension reconnue de la trypanosomiase au 1er mai 1921. Pourcentage des trypanosomés	1921	19	442
2475	AHMC-19-443			 L'épidémie d'influenza de 1918-1919 dans les colonies françaises (Suite). I. — Colonies françaises de l'Afrique	1921	19	443
2476	AHMC-19-479	M. le Dr Gravot. I Aspect général du pays. — Orographie. — Climatologie	 — Population	 L'hygiène générale et le service de santé dans la Syrie du Nord au cours des colonnes de 1920 à 1921.	1921	19	479
2480	AHMC-19-493	M. le Dr Gravot. IV Pathologie spéciale à la Syrie du nord	 V Quelques considérations concernant le fonctionnement du service de santé en colonnes	 L'hygiène générale et le service de santé dans la Syrie du Nord au cours des colonies de 1920 à 1921.	1921	19	493
2481	AHMC-19-496	Willmot (F. C.) et Robertson (G. W	)	Cirrhose du foie due à un empoisonnement par le séneçon.	1921	19	496
2482	AHMC-19-497	Lea (J. A	)	Traitement du trachome.	1921	19	497
2483	AHMC-19-498	McAll (P. L	)	Note concernant une forme rare de granulome sous-conjonctival observée dans la Chine centrale.	1921	19	498
2484	AHMC-19-500	Rele (V. G	)	Fréquence de la sprue à Bombay. Sa pathologie et son traitement.	1921	19	500
2485	AHMC-19-505			Fondation Rockfeller. Bureau international de la santé. Rapport de la commission de l'uncinariose en Orient, 1915-1917	1921	19	505
2486	AHMC-19-506	Borland McVail (J	)	État actuel du traitement de l'ankylostomiase.	1921	19	506
2487	AHMC-19-508	Yoshida (Sadao)		Voie de cheminement des larves d'ankylostomes et de strongyloïdes après infection par la bouche.	1921	19	508
2488	AHMC-19-509	Suyeyasu (Yoshio)		Voie de pénétration de shistosomum japonicum dans le corps de son hôte.	1921	19	509
2489	AHMC-19-510	Christopherson (J. B	)	Action du tartrate d'antimoine en injections intraveineuses. Perméabilité des oeufs de la bilharzia et de quelques protozoaires.	1921	19	510
2490	AHMC-19-511	Lasbrey (F. O.) et Coleman (R. B	)	Mille cas de bilharziose traités par le tartrate d'antimoine.	1921	19	511
2491	AHMC-19-512	Low (G. C.) et O'Driscoll (E	)	Nouvelles recherches au sujet du traitement de la filariose par l'antimoine.	1921	19	512
2492	AHMC-19-513	Chapin (H. D.)	 Notes d'un touriste	Une épidémie de kaffirpox(1) en Jamaïque.	1921	19	513
2493	AHMC-19-514	Goldsmith (G. M.) et Loughnan (W. F. M	)	Note au sujet de trois cas d'alastrim.	1921	19	514
2494	AHMC-19-515			 Variétés. Inauguration de l'institut ophtalmologique Albert Sarraut à Hué	1921	19	515
2495	AHMC-19-521	le Dr Ch	 Jojot	La vaccine au territoire occupé de l'ancien Cameroun.	1921	19	521
2496	AHMC-19-523	le Dr A	 Gauducheau	La prophylaxie antiseptique des maladies vénériennes.	1921	19	523
2498	AHMC-20-5	M	 le Dr Pons	 Notes sur la tuberculose aux îles Saint-Pierre et Miquelon.	1922	20	5
2499	AHMC-20-11	M	 le Dr Tournier	À propos d'un cas de Goundou.	1922	20	11
2500	AHMC-20-13	M	 le Dr Talbot	Diffusion épidémique de la conjonctivité à Gonocoque.	1922	20	13
2501	AHMC-20-18	M	 Lonjarret	La trypanosomiase humaine dans le territoire du Togo.	1922	20	18
2502	AHMC-20-22	M	 le Dr Robineau	 Le traitement de la lèpre dans les léproseries d'Ébolowa (Yedjang - Ngalan) au Cameroun.	1922	20	22
2503	AHMC-20-37	M. le Dr E	 Tournier	 Le traitement du pian par les injections sous-cutanées de novarsénobenzol.	1922	20	37
2504	AHMC-20-40	M	 le Dr Coliboeuf	 Notes sur l'origine et l'évolution d'une épidémie de méningite cérébro-spinale dans le territoire militaire du Niger.	1922	20	40
2505	AHMC-20-43			 L'épidémie d'influenza de 1918-1919 dans les colonies françaises. II. - Colonies françaises de l'Asie	1922	20	43
2506	AHMC-20-59			 L'épidémie d'influenza de 1918-1919 dans les colonies françaises. III. - Colonies françaises d'Amérique	1922	20	59
2507	AHMC-20-66			 L'épidémie d'influenza de 1918-1919 dans les colonies françaises. III. - Colonies françaises d'Amérique. IV. - Colonies françaises de l'Océanie	1922	20	66
2508	AHMC-20-74	M	 le Dr Huot	 Rapport sur le fonctionnement des services sanitaires et médicaux de l'Indochine pendant l'année 1920.	1922	20	74
2509	AHMC-20-87	M	 le Dr Gautier	La rage au Dahomey extrait du rapport mensuel (novembre 1921) de la colonie du Dahomey.	1922	20	87
2510	AHMC-20-89	M	 le Dr Jaulin du Seutre	 Documents cliniques. Chancre de la conjonctive palpébrale.	1922	20	89
2511	AHMC-20-91	M	 le Dr Laigret	Anus inguinal contre nature consécutif à des manoeuvres fétichistes pratiquées sur un étranglement herniaire.	1922	20	91
2512	AHMC-20-101	Flu (P. C	)	Quelques observations concernant l'épidémiologie de la peste.	1922	20	101
2513	AHMC-20-103	Branchmachari (U. N	)	Traitement du Kala-Azar avec quelques nouvelles préparations à base d'antimoine.	1922	20	103
2514	AHMC-20-105	Thomson (J.) et Sinton (J. A	)	Cultures de Leishmania donovani obtenues avec un fragment de rate prélevé sur le vivant, et avec de la moelle osseuse provenant d'un cadavre.	1922	20	105
2515	AHMC-20-106	Grassi (B	)	L'anophèle peut-il transmettre directement la malaria ?	1922	20	106
2516	AHMC-20-107	Schamberf (J. F.) et Klauder (J. F	)	Étude d'un cas de yaws (Framboesia tropical) contracté en France par un soldat américain.	1922	20	107
2517	AHMC-20-108	Cragg (F. W	)	Note concernant la fièvre récurrente dans l'Inde et ses manifestations saisonnières.	1922	20	108
2518	AHMC-20-109	Noguchi (Hideyo)		Prophylaxie et sérotherapie de la fièvre jaune.	1922	20	109
2519	AHMC-20-110	Wells (A. H	)	Préparation de l'extrait de tikitiki pour le traitement du béribéri.	1922	20	110
2520	AHMC-20-112			La lèpre aux îles Hawaii. Nouveau traitement curatif de Hollmann et Dean. Résumé du rapport de M. A. Marquès  	1922	20	112
2521	AHMC-20-116			Bulletin officiel  	1922	20	116
2522	AHMC-20-125	M. Le Dr Allain et M	 le Dr Augagneur	 Organisation de la lutte antivénérienne à Madagascar.	1922	20	125
2532	AHMC-20-151	M. le Dr A	 Sicé	 La trypanosomiase humaine au Gabon. Organisation du laboratoire et de la station de traitement des trypanosomés de Libreville.	1922	20	151
2533	AHMC-20-158	M	 le Dr Noël	"Tache bleue congénitale, dite ""Mongolique"", chez les nègres africains."	1922	20	158
2534	AHMC-20-161	M	 le Dr Lasnet	Note au sujet de la valeur physique des contingents indigènes de l'armée du Rhin.	1922	20	161
2535	AHMC-20-176	M. le Dr E. W	 Suldey	 Une épidémie de béribéri au Gabon. Considérations cliniques, thérapeutiques et prophylactiques.	1922	20	176
2536	AHMC-20-185	M	 Ferré	Note au sujet de la décomposition de l'eau de javel aux colonies.	1922	20	185
2537	AHMC-20-188	M	 le Dr Chapeyrou	 Considérations générales sur la climatologie, l'hygiène et la pathologie de la région de Fort-Lamy.	1922	20	188
2538	AHMC-20-194	M. le Dr Boyé	 I Secteur n° 1, du Haut-Chari (centre à Dekoa)	 Fonctionnement technique des secteurs de prophylaxie de la maladie du sommeil dans l'Afrique équatoriale française pendant l'année 1921.	1922	20	194
2548	AHMC-20-216	M	 le Dr Gaide	Considérations générales sur le fonctionnement de l'assistance médicale indigène et du service de l'hygiène et de la prophylaxie en Annam de 1910 à 1920. Progrès réalisés pendant cette période.	1922	20	216
2549	AHMC-20-225	M. le Dr Marque et MM	 les Drs Raynaud et Sallet	 Le massif de Bà-Na, station d'altitude pour le centre-Annam.	1922	20	225
2550	AHMC-20-228	M	 le Dr Boyé	La rage canine au Moyen-Congo.	1922	20	228
2551	AHMC-20-231	M	 le Dr Cozanet	Documents cliniques. Observation d'un cas de mort subite consécutive à une hépatite suppurée.	1922	20	231
2552	AHMC-20-236	Francis Edward, Mayne Bruce et Lake G		Tularaemia de Francis.	1922	20	236
2553	AHMC-20-239	Dimitry		La souplesse rendue au Tarse est un moyen de guérison du trachome.	1922	20	239
2554	AHMC-20-240	Lovett Cummings (H	)	Traitement du granulome ulcéreux des parties génitales par les injections intramusculaires de tartrate d'antimoine.	1922	20	240
2555	AHMC-20-243	Fülleborn		Concentration des oeufs des helminthes dans une solution saline.	1922	20	243
2556	AHMC-20-244	Goodey (T	)	Méthode simple permettant de mettre en évidence la pénétration des larves d'ankylostomes à travers la peau.	1922	20	244
2557	AHMC-20-245	Willis (H	 Hastings)	Procédé de recherche des oeufs d'ankylostomes basé sur leur légèreté.	1922	20	245
2558	AHMC-20-246	Baermann (G	)	La propagation de l'ankylostomiase par l'infection du sol et les moyens de la combattre.	1922	20	246
2559	AHMC-20-251	Tsykalas		Nouvelle méthode de traitement de la bilharziose en Égypte.	1922	20	251
2560	AHMC-20-252	Hermitte		Un cas de bilharziose guéri par l'émétique en injections intra-veineuses.	1922	20	252
2561	AHMC-20-253	Mayer (M.) et Zeiss (H	)	Nouvelle communication sur l'action du sérum humain au Bayer 205.	1922	20	253
2562	AHMC-20-257	Pinto César		Transmission des trypanosomes par les sangsues.	1922	20	257
2563	AHMC-20-258	Hideyo Noguchi		Spirochétose vénérienne chez le lapin d'Amérique.	1922	20	258
2564	AHMC-20-259	Wildish G		L'antimoine dans le traitement de la lèpre.	1922	20	259
2565	AHMC-20-262	Florand et Girault		Diagnostic et traitement des affections du tube digestif.	1922	20	262
2566	AHMC-20-263	le Dr Paul Ravaut		Syphilis. Paludisme. Amibiase.	1922	20	263
2568	AHMC-20-273	M. le Dr Lasnet	 I Fréquence et évolution de la tuberculose	 Notes concernant l'état sanitaire des divers contingents, européens et indigènes, de l'armée du Rhin.	1922	20	273
