,article_id,article_auteur,article_detail,article_titre,revue_annee,revue_numero,article_page
52,AHMC-20-225,M. le Dr Marque et MM, les Drs Raynaud et Sallet," Le massif de Bà-Na, station d'altitude pour le centre-Annam.",1922,20,225
53,AHMC-20-228,M, le Dr Boyé,La rage canine au Moyen-Congo.,1922,20,228
54,AHMC-20-231,M, le Dr Cozanet,Documents cliniques. Observation d'un cas de mort subite consécutive à une hépatite suppurée.,1922,20,231
55,AHMC-20-233,M. A, Marquès,"Revue analytique. Guérison de la lèpre aux îles Hawaï, par le traitement de Hollmann et Dean.",1922,20,233
56,AHMC-20-236,"Francis Edward, Mayne Bruce et Lake G",,Tularaemia de Francis.,1922,20,236
57,AHMC-20-238,Haydon,, Revue analytique. Foyers sporadiques de peste dans l'Afrique du sud.,1922,20,238
58,AHMC-20-239,Dimitry,,La souplesse rendue au Tarse est un moyen de guérison du trachome.,1922,20,239
59,AHMC-20-240,Lovett Cummings (H,),Traitement du granulome ulcéreux des parties génitales par les injections intramusculaires de tartrate d'antimoine.,1922,20,240
60,AHMC-20-242,Mühlens et Menk,," Revue analytique. Traitement expérimental de la dysenterie amibienne chronique par le ""yatren"".",1922,20,242
61,AHMC-20-243,Fülleborn,,Concentration des oeufs des helminthes dans une solution saline.,1922,20,243
62,AHMC-20-244,Goodey (T,),Méthode simple permettant de mettre en évidence la pénétration des larves d'ankylostomes à travers la peau.,1922,20,244
63,AHMC-20-245,Willis (H, Hastings),Procédé de recherche des oeufs d'ankylostomes basé sur leur légèreté.,1922,20,245
64,AHMC-20-246,Baermann (G,),La propagation de l'ankylostomiase par l'infection du sol et les moyens de la combattre.,1922,20,246
65,AHMC-20-250,Stiles,," Revue analytique. Un cas probable d'infection chez l'homme par ""gongylonema hominis"".",1922,20,250
66,AHMC-20-251,Tsykalas,,Nouvelle méthode de traitement de la bilharziose en Égypte.,1922,20,251
67,AHMC-20-252,Hermitte,,Un cas de bilharziose guéri par l'émétique en injections intra-veineuses.,1922,20,252
68,AHMC-20-253,Mayer (M.) et Zeiss (H,),Nouvelle communication sur l'action du sérum humain au Bayer 205.,1922,20,253
69,AHMC-20-255,Mühlens et Menk,, Revue analytique. Traitement de la trypanosomiase humaine par Le Bayer 205.,1922,20,255
70,AHMC-20-256,Rosenthal et Krueger,, Revue analytique. Signification clinique de la substance trypanocide du sérum pour la diagnose sérique de l'insuffisance hépatique.,1922,20,256
71,AHMC-20-257,Pinto César,,Transmission des trypanosomes par les sangsues.,1922,20,257
72,AHMC-20-258,Hideyo Noguchi,,Spirochétose vénérienne chez le lapin d'Amérique.,1922,20,258
73,AHMC-20-259,Wildish G,,L'antimoine dans le traitement de la lèpre.,1922,20,259
74,AHMC-20-262,Florand et Girault,,Diagnostic et traitement des affections du tube digestif.,1922,20,262
75,AHMC-20-263,le Dr Paul Ravaut,,Syphilis. Paludisme. Amibiase.,1922,20,263
76,AHMC-20-273,M. le Dr Lasnet, I Fréquence et évolution de la tuberculose," Notes concernant l'état sanitaire des divers contingents, européens et indigènes, de l'armée du Rhin.",1922,20,273
78,AHMC-20-290,M, le Dr Talbot," L'institut ophtalmologique Albert-Sarraut à Hué, en 1921.",1922,20,290
79,AHMC-20-301,M. le Dr E, Vallet,Épidémie de diphtérie à Yunnanfou (1921).,1922,20,301
80,AHMC-20-308,M, le Dr Allain,La seconde épidémie de peste de Tananarive (Novembre 1921-Février 1922).,1922,20,308
81,AHMC-20-309,M. le Dr Allain, Formes de la maladie, La seconde épidémie de peste de Tananarive (Novembre 1921-Février 1922).,1922,20,309
93,AHMC-20-334,M, le Dr Boyé, L'emploi du sérum anti-venimeux de calmette dans le traitement de l'hémoglobinurie de la fièvre bilieuse hémoglobinurique.,1922,20,334
94,AHMC-20-341,M. A, Cheyssial,Expérimentation de la méthode de d'Hérelle en Guinée Française pour la destruction des acridiens.,1922,20,341
95,AHMC-20-347,M, le Dr Gautier," Considérations générales sur la morbidité et la mortalité des européens et des indigènes au Dahomey, pendant l'année 1921 (Extrait du rapport annuel).",1922,20,347
96,AHMC-20-361,M. le Dr Huot, I Gabon," Valeur physique du recrutement indigène dans les colonies du Gabon, du Moyen-Congo, de l'Oubangui-Chari et dans les territoires du Tchad.",1922,20,361
101,AHMC-20-385,M, le Dr Dupuy,Documents cliniques. Accidents consécutifs à des injections intraveineuses de novarsénobenzol.,1922,20,385
102,AHMC-20-390,Umeno et Doi,," Revue analytique. Étude sur l'inoculation antirabique des chiens, résultats de son application.",1922,20,390
103,AHMC-20-391,Borland Mc Vail (J,),Le tetrachlorure de carbone dans l'helminthiase.,1922,20,391
104,AHMC-20-392,Mayer (M,),"Règles pour l'emploi du ""Bayer 205"" dans la trypanosomiase.",1922,20,392
105,AHMC-20-394,Mayer (M.) et Zeiss (H,),"Activité du sérum des lapins traités par le ""Bayer 205"".",1922,20,394
106,AHMC-20-395,Mayer (M,),"Traitement par la bouche et prophylaxie de la trypanosomiase par le ""Bayer 205"".",1922,20,395
107,AHMC-20-396,Cragg (F. W,),La distribution géographique des puces du rat envisagée comme facteur de l'épidémiologie de la peste dans l'Inde.,1922,20,396
108,AHMC-20-398,Brug (S. L,),Envoi de matières pour l'examen des protozoaires de l'intestin.,1922,20,398
109,AHMC-20-399,Macfie (J. W. S,),Action des solutions salines et de l'eau de mer sur stegomyia fasciata.,1922,20,399
110,AHMC-20-400,Wright et Trimurthi,, Revue analytique. Le Rhinosporidium de O'Kinealy.,1922,20,400
111,AHMC-20-401,Boeck (W. C.),),Fixation du degré de température tuant les protozoaires enkystés de l'intestin de l'homme.,1922,20,401
0,AHMC-21-5,M. le Dr Huot, I Historique," La prophylaxie de la maladie du sommeil dans la région de Doumé (territoires du Cameroun), octobre 1920 - juin 1922.",1923,21,5
6,AHMC-21-42,M. le Dr Houillon et M, le Dr Bauvallet,Rapport sur l'épidémie de fièvre jaune à Grand-Bassam (18 août au 8 septembre 1922).,1923,21,42
7,AHMC-21-52,M, le Dr Léon Collin,Rapport sur le trachome à Madagascar.,1923,21,52
8,AHMC-21-61,M, le Dr Audibert, Les maladies endémo-épidémiques observées en Indochine pendant l'année 1921 (extrait du rapport annuel).,1923,21,61
9,AHMC-21-75,M, le Dr Robineau,L'administration du néosalvarsan chez les enfants par la voie rectale.,1923,21,75
10,AHMC-21-77,M, le Dr Judet de la Combe, Note sur la fièvre typhoïde et la vaccination antityphoïdique chez les tirailleurs sénégalais en Algérie.,1923,21,77
11,AHMC-21-81,M, le Dr Bernard (Noël),Rapport sur le fonctionnement des divers services de l'Institut Pasteur de Saigon en 1921 (extraits).,1923,21,81
12,AHMC-21-92,M, le Dr Gilbert-Desvallons,"Document cliniques. Accidents suivis de mort, consécutifs à des injections intraveineuses de novarsénobenzol.",1923,21,92
13,AHMC-21-94,,,"Variétés. Luchon, station sulfureuse de moyenne montagne pour coloniaux",1923,21,94
14,AHMC-21-96,,,Premier congrès de médecine tropicale de l'Afrique occidentale,1923,21,96
15,AHMC-21-97,E, Bartolotta,Revue analytique. Comment je comprends le trachome.,1923,21,97
16,AHMC-21-98,la main de l'homme,,Foyers de malaria créés,1923,21,98
17,AHMC-21-99,Macgregor et Frew,,Traitement de la dysenterie amibienne par l'alcresta et l'émétine.,1923,21,99
18,AHMC-21-100,James Hasson (d'Alexandrie),,Traitement de la lèpre tubéreuse par l'amino-arséno-phénol (132).,1923,21,100
19,AHMC-21-101,Dr Noël,,Traitement de la lèpre par les sels de terres rares.,1923,21,101
20,AHMC-21-102,les éthers éthyliques de l'huile de chaulmoogra,,Traitement de la lèpre,1923,21,102
21,AHMC-21-104,Zuelzer,,Spirochètes vivant en liberté dans l'eau producteurs de maladies.,1923,21,104
22,AHMC-21-105,Ryokichi (Inada),, Revue analytique. Prophylaxie et sérothérapie de la spirochétose ictérohémorragique.,1923,21,105
23,AHMC-21-106,,,"Note au sujet de corps observés chez Cimex rotundatus, provenant d'une région infectée de kala-azar, dans l'Assam",1923,21,106
24,AHMC-21-107,Mollow,,Un cas de kala-azar traité par le «Bayer 205».,1923,21,107
25,AHMC-21-108,P.-R, Awati,Un coup d'oeil sur les insectes piqueurs de l'Assam ayant des rapports avec le kala-azar.,1923,21,108
26,AHMC-21-109,H, Marrian Perry,"Quelques considérations concernant : la présence des «Leishmania» dans les tissus de l'intestin dans le kala-azar de l'Inde, les modifications pathologiques qui en sont la conséquence, ainsi que l'importance éventuelle de cette localisation.",1923,21,109
27,AHMC-21-114,"Cort (W.), Ackert (J.), Augustine (D), Payne (FI.) et Payne (G",), Revue analytique. Sur la prophylaxie de l'ankylostomiase.,1923,21,114
28,AHMC-21-121,M, Talbot,Index et pathologie du trachome en Annam.,1923,21,121
29,AHMC-21-122,M. L, Collin,Guide d'ophtalmologie à l'usage des médecins indigènes.,1923,21,122
30,AHMC-21-123,E, Brumpt,"Précis de parasitologie, 3e édition.",1923,21,123
31,AHMC-21-124,les Drs H, Violle,Manuel de législation sanitaire française.,1923,21,124
32,AHMC-21-133,M. le Dr R. Le Dentu, I État sanitaire général des indigènes, L'état sanitaire de la population indigène et le fonctionnement du service de l'assistance médicale dans la colonie de la Haute-Volta pendant l'année 1922.,1923,21,133
37,AHMC-21-153,M. le Dr C, Mathis,Considérations générales sur la morbidité et la mortalité au Cambodge pendant l'année 1921.,1923,21,153
38,AHMC-21-163,M. le Dr N. -L, Huot,"Rôle capital des conditions d'existence de l'indigène de la forêt équatoriale et, en premier lieu, du facteur alimentaire, dans les variations de gravité de l'endémie trypanique.",1923,21,163
39,AHMC-21-167,M, le Dr Georges Lambert, Sur l'équilibre manganèse-caféine dans le théier.,1923,21,167
40,AHMC-21-170,M, le Dr Pierrat,La lutte contre la syphilis sur le territoire de Kouang-Tchéou-Wan.,1923,21,170
41,AHMC-21-173,M. le Dr Allain et M, le Dr Augagneur, La lutte antivénérienne à Madagascar pendant l'année 1922.,1923,21,173
42,AHMC-21-174,M, le Dr Meslin,Considérations générales sur la morbidité et la mortalité en Annam pendant l'année 1921.,1923,21,174
43,AHMC-21-182,M, le Dr Georgelin,"Note au sujet de deux cas de pseudo-myiase rampante creeping disease-myiase linéaire, larbisch du Sénégal.",1923,21,182
44,AHMC-21-186,M. le Dr Cachin, I Marche générale de l'épidémie de peste,La peste dans la province de Tananarive en 1922 et 1923(1).,1923,21,186
45,AHMC-21-188,M. le Dr Cachin. I Marche générale de l'épidémie de peste, II Étude clinique, La peste dans la province de Tananarive en 1922 et 1923(1).,1923,21,188
48,AHMC-21-204,M, le Dr Millous,Erythèmes au cours du choléra. Par M. Dong-Ngoc-Dieu. Et,1923,21,204
49,AHMC-21-209,M, le Dr Georgelin,Maladies endémiques et endémo-épidémiques constatées au Gabon pendant l'année 1921-1922.,1923,21,209
50,AHMC-21-215,,,Utilisation des comprimés de quinine aux colonies,1923,21,215
51,AHMC-21-216,M, le Dr Gascougnolle,Clinique d'Outre-Mer. Un cas d'occlusion intestinale consécutif à une hernie étranglée sans contenu intestinal ni épiploïque.,1923,21,216
53,AHMC-21-218,,, Documents officiels. Enquête sur la bilharziose ou schistosomose ,1923,21,218
54,AHMC-21-219,,,Circulaire au sujet des vaccinations antivarioliques,1923,21,219
55,AHMC-21-224,M, le médecin inspecteur général Gouzien, Documents officiels. Office international d'hygiène publique. Questionnaire relatif à la fièvre récurrente. Établi,1923,21,224
56,AHMC-21-226,,, Documents officiels. L'épidémie de typhus récurrent au Soudan 1921-1922,1923,21,226
57,AHMC-21-228,,,Variétés. Congrès international de médecine et de pharmacie militaires,1923,21,228
58,AHMC-21-229,,,Société de médecine et d'hygiène coloniale de Marseille,1923,21,229
59,AHMC-21-231,M, le Dr Casabianca,Le suicide chez la femme chinoise.,1923,21,231
60,AHMC-21-232,,,Les sels de bismuth dans la syphilis,1923,21,232
61,AHMC-21-233,Hatori (Juro),,La fièvre fluviatile du Japon (Tsutsugamushi-Disease) à Formose.,1923,21,233
62,AHMC-21-234,Swellengrebel (N,),Doit-on attribuer un rôle moins important au rat dans l'épidémiologie de la peste ?,1923,21,234
63,AHMC-21-235,Gow (Archibald),,Apparition de la fièvre ondulante dans l'Afrique du Sud.,1923,21,235
64,AHMC-21-236,Rebagliati (Raul),,La fièvre de Malte au Pérou.,1923,21,236
65,AHMC-21-237,Connel (R. E. W,),"Un cas de fièvre bilieuse hémoglobinurique, compliqué d'hémorragie rétinienne.",1923,21,237
66,AHMC-21-238,Beck (R,), Revue analytique. Traitement et pathogénie de la fièvre bilieuse hémoglobinurique.,1923,21,238
67,AHMC-21-239,Haworth (W. E,),Découverte d'un nouveau gîte à moustiques.,1923,21,239
68,AHMC-21-240,Marcucci Delgado,,"Traitement par la méthode d'Escomel, de l'infection par Trichomonas chez les enfants.",1923,21,240
69,AHMC-21-241,Comperto (H. C,),Recherches au sujet de l'influence de l'usage de chaussures sur le nombre des porteurs d'ankylostomes.,1923,21,241
70,AHMC-21-242,Morales Macedo (Carlos),,Le premier cas de granulome vénérien observé au Pérou.,1923,21,242
71,AHMC-21-243,Onorato (Raffaele),,Le granulome ulcéreux des parties génitales en Tripolitaine.,1923,21,243
72,AHMC-21-245,F, de Lapersonne,Manuel de neurologie oculaire (2e édition).,1923,21,245
73,AHMC-21-246,,,L'Infirmière Française,1923,21,246
74,AHMC-21-247,,,Annales de Parasitologie humaine et comparée,1923,21,247
75,AHMC-21-257,M. le Dr Baujean, Introduction et généralités, L'Alastrim. Épidémie observée en 1922-1923 à la Martinique. Par M. le Dr Arnould et,1923,21,257
77,AHMC-21-263,M. le Dr Baujean. Morbidité. Mortalité, Alastrim et vaccination, L'Alastrim. Épidémie observée en 1922-1923 à la Martinique. Par M. le Dr Arnould. Et,1923,21,263
85,AHMC-21-282,M, le Dr Bouffard, Le Paludisme en Émyrne. Étude prophylactique et thérapeutique.,1923,21,282
91,AHMC-21-323,M. le Dr Clouard. A, Tenue sanitaire des éléments indigènes dans les corps actifs,Note au sujet de l'état sanitaire des contingents indigènes du corps d'armée colonial pendant l'année 1922.,1923,21,323
92,AHMC-21-331,M. le Dr Clouard. B, Étude comparative de la morbidité entre les différentes races, Note au sujet de l'état sanitaire des contingents indigènes du corps d'armée colonial pendant l'année 1922.,1923,21,331
93,AHMC-21-334,les éléments indigènes, Coefficient d'usure des différentes races, Note au sujet de l'état sanitaire des contingents indigènes du corps d'armée colonial pendant l'année 1922. Par M. le Dr Clouard. B. Étude comparative de la morbidité entre les différentes races. C. Importance et causes du déchet fourni,1923,21,334
94,AHMC-21-338,M, le Dr Normet,Les traitements pratiques. La dysenterie amibienne.,1923,21,338
95,AHMC-21-345,M, le Dr Mouillac,Le service médical dans les postes consulaires de Chine en 1921. Poste consulaire de Yunnanfou.,1923,21,345
96,AHMC-21-348,M, le Dr Tardieu,Poste consulaire de Mongtseu.,1923,21,348
97,AHMC-21-351,M, le Dr Esserteau,Poste consulaire de Hoi-How.,1923,21,351
98,AHMC-21-353,M, le Dr Casabianca,Poste consulaire de Canton.,1923,21,353
99,AHMC-21-356,M, le Dr Chatenay, Documents cliniques. Note sur un cas de mort survenue à la suite d'une injection de 914.,1923,21,356
100,AHMC-21-358,M, le Dr Duga,Un kyste sous-hépatique dû à fasciola hepatica.,1923,21,358
101,AHMC-21-360,M, le Dr Duga, Documents cliniques. Un curieux cas de dépigmentation généralisée chez un indigène de Tshamba circonscription de Garoua (Cameroun).,1923,21,360
102,AHMC-21-361,,,Documents officiels. Circulaire au sujet de la lutte antivénérienne,1923,21,361
103,AHMC-21-366,Pénaud,,Revue analytique. Prophylaxie anti-vénérienne et thérapeutique anti-blennorragique.,1923,21,366
104,AHMC-21-368,A, Gauducheau, Revue analytique. Prophylaxie anti-vénérienne et thérapeutique anti-blennorragique. Par Pénaud. Ce qu'on appelle immunité dans la syphilis.,1923,21,368
105,AHMC-21-369,Clarke (J. T,),Traitement de l'érythro-mélalgie tropicale (Burning pain in the feet) par les injections d'antimoine.,1923,21,369
106,AHMC-21-371,Koino (S,),Infection expérimentale de l'homme par des ascarides.,1923,21,371
107,AHMC-21-372,Tochihara (Isamu) et Takagi (Shyozo),,Déplacements de larves d'ascarides dans le corps de l'animal.,1923,21,372
108,AHMC-21-373,Lundsgaard,,Le néosalvarsan a-t-il une action contre le ténia ?,1923,21,373
109,AHMC-21-374,Lambert (S. M,),Le traitement de l'ankylostomose par le tétrachlorure de carbone.,1923,21,374
110,AHMC-21-375,Leach et Hampton,,Le naphtol ß dans le traitement de l'ankylostomose.,1923,21,375
111,AHMC-21-376,Fülleborn (F,),Recherche des oeufs de «Shistosoma Mansoni» dans les matières fécales.,1923,21,376
112,AHMC-21-377,Libby (W. E,),Le tartrate d'antimoine dans la bilharziose ; note préliminaire.,1923,21,377
113,AHMC-21-378,Phease (R. N,),Efficacité du traitement de la bilharziose par les injections intraveineuses de tartrate d'antimoine.,1923,21,378
114,AHMC-21-379,Matta (Cagliari),,Le bismuth dans le traitement de la lèpre.,1923,21,379
115,AHMC-21-381,Lasnet,,Les oeuvres françaises de médecine sociale en Rhénanie.,1923,21,381
116,AHMC-21-382,R. Saboureau, Saboureau,"Entretiens dermatologiques (nouvelle série, 2e volume).",1923,21,382
0,AHMC-22-5,M, le Dr Heckenro, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). I. Organisation générale du congrès de Saint-Paul-de-Loanda et propositions en vue de la préparation du congrès de Dakar (1927).,1924,22,5
6,AHMC-22-26,M, le Dr Marcel Léger, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). II. Compte rendu général du congrès,1924,22,26
7,AHMC-22-36,M, le Dr Nogue, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). II. Compte rendu général du congrès par M. le Dr Marcel Léger. III. Résumé des communications ayant trait à l'étiologie et à la thérapeutique des principales maladies observées en Afrique Occidentale.,1924,22,36
8,AHMC-22-38,M. le Dr Nogue, Les organisations sanitaires, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). III. Résumé des communications ayant trait à l'étiologie et à la thérapeutique des principales maladies observées en Afrique Occidentale.,1924,22,38
9,AHMC-22-52,,, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). Les maladies de l'Ouest-Africain. Maladie du sommeil,1924,22,52
10,AHMC-22-59,,, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). Les maladies de l'Ouest-Africain. Maladie du sommeil. Trypanosomiases animales. Fièvre récurrente,1924,22,59
11,AHMC-22-60,,, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). Les maladies de l'Ouest-Africain. Fièvre récurrente. Ictère épidémique à spirochètes,1924,22,60
12,AHMC-22-62,,, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). Les maladies de l'Ouest-Africain. Ictère épidémique à spirochètes. Spirochétose bilio-hémoglobinurique,1924,22,62
13,AHMC-22-64,,, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). Les maladies de l'Ouest-Africain. Spirochétose bilio-hémoglobinurique. Syphilis,1924,22,64
14,AHMC-22-66,,, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). Les maladies de l'Ouest-Africain. Syphilis. Pian. Paludisme,1924,22,66
15,AHMC-22-67,,, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). Les maladies de l'Ouest-Africain. Paludisme. Leishmaniose cutanée,1924,22,67
16,AHMC-22-68,,, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). Les maladies de l'Ouest-Africain. Leishmaniose cutanée. Peste. Méningite cérébro-spinale,1924,22,68
17,AHMC-22-69,,, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). Les maladies de l'Ouest-Africain. Méningite cérébro-spinale. Tuberculose humaine,1924,22,69
18,AHMC-22-70,,, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). Les maladies de l'Ouest-Africain. Tuberculose humaine. Tuberculose animale. Lèpre. Variole,1924,22,70
19,AHMC-22-71,,, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). Les maladies de l'Ouest-Africain. Variole. Rage. Filaire Loa,1924,22,71
20,AHMC-22-72,,, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). Les maladies de l'Ouest-Africain. Filaire Loa. Ankylostomose,1924,22,72
21,AHMC-22-73,,, L'Afrique occidentale française au congrès de médecine tropicale de Saint-Paul-de-Loanda (Juillet 1923). Les maladies de l'Ouest-Africain. Ankylostomose. Bilharziose,1924,22,73
22,AHMC-22-77,M, le Dr Guillet, Fièvre récurrente à Tiques à Brazzaville.,1924,22,77
23,AHMC-22-81,M, le Dr Néel,Côte française des Somalis. Considérations générales concernant la morbidité et la mortalité au cours de l'année 1923.,1924,22,81
24,AHMC-22-90,M, le Dr Augagneur," Une épidémie de peste pulmonaire à Tananarive, en octobre 1923.",1924,22,90
25,AHMC-22-100,M, le Dr Henric,"Au Togo. Le Pays. L'organisation et le fonctionnement du service de santé, du service de l'assistance et de l'hygiène.",1924,22,100
26,AHMC-22-113,les éthers éthyliques de l'huile de chaulmoogra,," Au Togo. Le pays. L'organisation et le fonctionnement du service de santé, du service de l'assistance et de l'hygiène. Par M. le Dr Henric. Réponses de quelques colonies au référendum concernant le traitement de la lèpre",1924,22,113
27,AHMC-22-124,,,Documents officiels. Circulaire du ministre des colonies au sujet de la prophylaxie et du traitement de la lèpre,1924,22,124
28,AHMC-22-134,,," Documents officiels. Troisième conférence internationale scientifique de la lèpre. Strasbourg, 28-31 juillet 1923",1924,22,134
29,AHMC-22-136,,, Documents officiels. Circulaire du gouverneur général de l'Afrique occidentale française au sujet de la prophylaxie des affections endémo-épidémiques,1924,22,136
30,AHMC-22-141,,,Boecker (Edward). - L'absorption de la Quinine en injections sous-cutanées ou intra-musculaires,1924,22,141
31,AHMC-22-142,,,"Adachi (Kiyohisa). - Étiologie de l'""Ekiri""",1924,22,142
32,AHMC-22-143,,,Broughton-Alcock (W.). - La Dysenterie à Spirochètes,1924,22,143
33,AHMC-22-144,,,Reed (J.-G.). Le tétrachlorure de carbone et l'huile de chénopodium dans l'helminthiase,1924,22,144
34,AHMC-22-145,,,"Lopes (Renato de Souza). Le yatren dans le traitement de ""Trichomonas hominis""",1924,22,145
35,AHMC-22-146,,, Variétés. Congrès de l'association de médecine tropicale de l'Extrême-Orient,1924,22,146
36,AHMC-22-150,MM," Matignon, et Abbatucci",Le Bréviaire thermal des Coloniaux.,1924,22,150
37,AHMC-22-165,M, le Dr Jarland, Au pays de l'étain Kokiu (Yunnan).,1924,22,165
38,AHMC-22-174,,, Au pays de l'étain. Ville de Kokiu. Fonderies locales. - Fonderie officielle. - Loi du pays,1924,22,174
39,AHMC-22-177,,, Au pays de l'étain. Ville de Kokiu. Fonderies locales. - Fonderie officielle. - Loi du pays. Fonderie officielle,1924,22,177
40,AHMC-22-179,,, Au pays de l'étain. Ville de Kokiu. Fonderie officielle. Administration et finances,1924,22,179
41,AHMC-22-181,,, Au pays de l'étain. Ville de Kokiu. Administration et finances. Défense et sécurité publiques,1924,22,181
42,AHMC-22-189,,, Au pays de l'étain. Ville de Kokiu. Défense et sécurité publiques. Instruction publique,1924,22,189
43,AHMC-22-192,,, Au pays de l'étain. Ville de Kokiu. Instruction publique. Oeuvres d'assistance,1924,22,192
44,AHMC-22-193,,, Au pays de l'étain. Ville de Kokiu. Oeuvres d'assistance. Industries locales. Professions,1924,22,193
45,AHMC-22-194,,, Au pays de l'étain. Ville de Kokiu. Industries locales. Professions. Moeurs et coutumes,1924,22,194
46,AHMC-22-197,,, Au pays de l'étain. Ville de Kokiu. Moeurs et coutumes. Pagodes et édifices publics,1924,22,197
47,AHMC-22-198,M, le Dr Gautier,La fièvre jaune au Dahomey en avril et mai 1924.,1924,22,198
48,AHMC-22-205,M, le Dr Genevray, Vaccine et vaccination en Nouvelle-Calédonie.,1924,22,205
49,AHMC-22-211,M, le Dr Allain,La luttre anti-vénérienne à Madagascar pendant l'année 1923.,1924,22,211
50,AHMC-22-215,M, le Dr Espinasse,Le service de santé en Mauritanie pendant l'année 1923.,1924,22,215
51,AHMC-22-224,"M. le Dr Letonturier, M. le Dr Jamot et M", le Dr de Marqueissac,Essai du tryparsamide dans la trypanosomiase humaine à trypanosoma gambiense.,1924,22,224
52,AHMC-22-240,M, le Dr Collin,De la fixation du globe en chirurgie oculaire.,1924,22,240
53,AHMC-22-243,,,Comité de l'office international d'hygiène publique,1924,22,243
54,AHMC-22-247,,, Notice complémentaire sur la prophylaxie de la maladie du sommeil,1924,22,247
55,AHMC-22-258,,,Documents officiels. Organisation intérieure de l'inspection générale du service de santé des colonies,1924,22,258
56,AHMC-22-260,,,Circulaire relative aux informations sanitaires à transmettre au département,1924,22,260
57,AHMC-22-261,,, Documents officiels. Circulaire au sujet des travaux à publier dans les annales de médecine et de pharmacie coloniales,1924,22,261
58,AHMC-22-262,,, Documents officiels. Circulaire relative à l'organisation des services techniques dans les établissements hospitaliers affectés aux malades de nationalité française,1924,22,262
59,AHMC-22-264,,, Documents officiels. Circulaire au sujet des contrôles du personnel des services sanitaires civils,1924,22,264
60,AHMC-22-265,,, Documents officiels. État nominatif du personnel employé dans les services sanitaires civils,1924,22,265
61,AHMC-22-267,,, Documents officiels. Circulaire relative aux mesures sanitaires de protection à l'égard des maladies transmissibles d'origine extérieure,1924,22,267
62,AHMC-22-271,,,Circulaire relative aux mesures de protection sanitaire à appliquer sur tous les chantiers publics et privés de travailleurs indigènes dans toutes les colonies,1924,22,271
63,AHMC-22-275,,,"Décret fixant les pénalités à appliquer en Afrique équatoriale française, en cas d'infractions aux arrêtés relatifs aux eaux stagnantes",1924,22,275
64,AHMC-22-277,,,IIIe congrès international de médecine et de pharmacie militaires,1924,22,277
65,AHMC-22-282,,,Revue analytique. Millous. - Les injections intra-veineuses de quinine comme traitement du paludisme chronique,1924,22,282
66,AHMC-22-283,,,"Letonturier, Jamot et de Marqueissac. - Sur la prophylaxie de la maladie du sommeil dans les secteurs du Haut-Nyong et de Doumé (Cameroun)",1924,22,283
67,AHMC-22-295,M. Vi-Becq et H, Lacaze,Le paludisme aux armées et la lutte antipaludique.,1924,22,295
68,AHMC-22-305,M. le Dr A. F. Legendre, Préambule, Il n'y a pas de race jaune.,1924,22,305
69,AHMC-22-308,,,"Il n'y a pas de race jaune, de civilisation jaune",1924,22,308
72,AHMC-22-338,M. le Dr Cazanove. A, - Partie descriptive, Compte rendu des travaux du congrès des médecins aliénistes et neurologistes de France et des pays de langue française tenu à Bruxelles (1er au 8 août 1924).,1924,22,338
77,AHMC-22-365,M, le Dr Seguin,Prophylaxie et traitement du paludisme. L'enseignement d'un séjour au Soudan.,1924,22,365
78,AHMC-22-377,M. le Dr Émily. Tenue sanitaire des éléments indigènes. A. Morbidité, - Mortalité,Note au sujet de l'état sanitaire des contingents indigènes du corps d'armée colonial pendant l'année 1923.,1924,22,377
79,AHMC-22-387,M. le Dr Émily. Tenue sanitaire des éléments indigènes. A. Morbidité. - Mortalité. B, Étude comparative de la morbidité entre les différentes races indigènes, Prophylaxie et traitement du paludisme. Note au sujet de l'état sanitaire des contingents indigènes du corps d'armée colonial pendant l'année 1923.,1924,22,387
81,AHMC-22-396,M. le Dr Letonturier, Extraits, Rapport sur le fonctionnement du service de santé au Cameroun pendant l'année 1923.,1924,22,396
