	Unnamed: 0	cote	article_id	chapitre	revue_annee	page	article_description	article_section
10869	28406	90156x1892x58	AMN-1892-131	Notes et mémoires originaux. Quatorze mois dans l'île de Thasos. Notes et souvenirs médicaux, par M. le Dr A. Esquier, 	1892	131	 I. L'île de Thasos. / II. Nos installations	article
10870	28407	90156x1892x58	AMN-1892-132	Notes et mémoires originaux. / Note sur le paludisme, par M. le Dr Mathieu, 	1892	132		article
10871	28412	90156x1892x58	AMN-1892-137	Notes et mémoires originaux. Note sur le paludisme, par M. le Dr Mathieu, 	1892	137	 Traitement de stérilisation. / Traitement chirurgical des hématomes anévrismaux, par M. le Dr Oudard, ..	article
10872	28415	90156x1892x58	AMN-1892-140	Notes et mémoires originaux. Traitement chirurgical des hématomes anévrismaux, par M. le Dr Oudard, 	1892	140	 Observation III. Hématome anévrismal artério-veineux des vaisseaux poplités ; quadruple ligature ; guérison. / Observation IV. Hématome anévrismal de l'artère humérale ; ligature des deux bouts ; guérison. / Observation V. Anévrisme artério-veineux des vaisseaux poplités et fracture de l'extrémité inférieure du fémur. Intervention précoce. Quadruple ligature. Guérison	article
10875	28419	90156x1892x58	AMN-1892-144	Hygiène et épidémiologie. / La défense sanitaire de la Tunisie en 1916 contre le choléra asiatique et le typhus exanthématique (Fin), par le Médecin général Barthélemy, 	1892	144	, et le Médecin principal F. Brunet, ... / III	article
10876	28426	90156x1892x58	AMN-1892-151	Clinique. / Sur un cas de paralysie cérébrale d'origine tuberculeuse. Par M. le docteur Depied	1892	151		article
10877	28429	90156x1892x58	AMN-1892-154	Notes et mémoires originaux. / Quatorze mois dans l'île de Thasos. Notes et souvenirs médicaux (Suite), par M. le Dr A. Esquier, 	1892	154	 / III. Organisation médicale	article
10878	28430	90156x1892x58	AMN-1892-155	Notes et mémoires originaux. / Ostectomie à la fraise et greffes cutanées dans l'ostéomyélite chronique, par M. le Dr G. Jean, 	1892	155		article
10879	28431	90156x1892x58	AMN-1892-156	Notes et mémoires originaux. Ostectomie à la fraise et greffes cutanées dans l'ostéomyélite chronique, par M. le Dr G. Jean, 	1892	156	 / 1° Anesthésie. / 2° Hémostase provisoire	article
10881	28436	90156x1892x58	AMN-1892-161	Hygiène et épidémiologie. / La grippe en armée navale pendant l'année 1918, par M. le Dr Valence, 	1892	161		article
10882	28438	90156x1892x58	AMN-1892-163	Hygiène et épidémiologie. La grippe en armée navale pendant l'année 1918, par M. le Dr Valence, 	1892	163	 Voies de propagation. Influence des modifications atmosphériques. / Contagion	article
10891	28456	90156x1892x58	AMN-1892-181	Feuillets de laboratoire. Comment interpréter une formule hémo-leucocytaire, par M. le Dr Fichet, 	1892	181	 I. Numération des globules rouges. II. Dosage de l'hémoglobine	article
10893	28463	90156x1892x58	AMN-1892-188	Observation d'hépatite suppurée recueillie à l'hôpital maritime de Cherbourg. Par le Docteur Léo	1892	188	 / Tuberculose à bord de la « Naïade » (1890-1891). Par le Docteur Siciliano..	article
10895	28472	90156x1892x58	AMN-1892-197	Un cas d'éléphantiasis indigène observé à Brest. Par le Docteur Guyot	1892	197	 / L'armée coloniale au point de vue de l'hygiène pratique. Par le Docteur G. Reynaud... (Suite.)	article
10918	28516	90156x1892x58	AMN-1892-241	Un hivernage dans la Chine du nord (1800 - 1891). Notes de géographie et d'ethnographie médicales. Par le Docteur L. Baret	1892	241	 / Coup d'oeil général sur la région : géographie, géologie. - Le fleuve Jaune. - Le Peï-ho. - Ta-kou et Tong-kou. - Les houillères de Kaï-ping. - Les salines. - Le cours du Peï-ho	article
10922	28533	90156x1892x58	AMN-1892-258	Rapport sur le service de la vaccine mobile au Tonkin (1891). Par le Docteur Planté	1892	258	 Les vaccinations à Nam-Dinh (ville et province). / La variole et son traitement annamite	article
10932	28545	90156x1892x58	AMN-1892-270	De l'infiltration caséo-calcifiée des nerfs dans la lèpre systématisée nerveuse pure. Par le Docteur Marestang	1892	270	 / Observ. I	article
10950	28576	90156x1892x58	AMN-1892-301	Fièvre typhoïde observée à bord de l'« Iphigénie ». Campagne 1891-1892. Par le docteur Reboul	1892	301	 / Observ. I. / Observ. II	article
10959	28589	90156x1892x58	AMN-1892-314	Clinique. Deux cas de paralysie passagère consécutive à l'absorption de la pelletiérine (Hôpital de Ti-Cau au Tonkin). Par le Docteur Rigaud	1892	314	 / Bibliographie. / Les feuilles d'observations cliniques. Par le Dr Edmond Dupouy. - Meurillon, éditeur, 10, rue de Séguier... / Les eaux de table. Par Constantin Paul, ..., et Paul Rodet, ... - Editeurs, Asselin et Houzeau, libraires de la Faculté de médecine, place de l'Ecole-de-Médecine, Paris	article
10962	28596	90156x1892x58	AMN-1892-321	Observations d'abcès du foie recueillies dans les hôpitaux de la Martinique. Par le Docteur Clarac	1892	321		article
10972	28617	90156x1892x58	AMN-1892-342	Un hivernage dans la Chine du nord (1890-1891). Notes de géographie et d'ethnographie médicales. Par le Docteur L. Baret	1892	342	 / Chapitre III. / De Tientsin à Pékin. - Comment on voyage dans la Chine du Nord. - Les charrettes. - Les auberges. - Yang-Tsoun. - Ho-Si-Wou. - Tchang-Kia-Wan. - Pékin : la ville, la population	article
10980	28635	90156x1892x58	AMN-1892-360	Nouveau traitement de la diarrhée de Cochinchine. Par le Docteur Le Dantec	1892	360	 / Observ. I. / Observ. II. - Dysenterie gangréneuse suivie de mort	article
11001	28676	90156x1892x58	AMN-1892-401	Un hivernage dans la Chine du Nord (1890-1891). Notes de géographie et d'ethnographie médicales. Par le Docteur L. Baret	1892	401	 / Le Tientsin chinois. - Établissements autour de Tientsin. - La Ville indigène. - Le commerce. - Les plaisirs. - La prostitution. - Les fumeries d'opium. - Un mot sur l'opium en Chine. - Cuisine et restaurants chinois. - Fêtes du premier jour de l'an et jeux dans le Nord. - Faste et misère. - La population : Chinois et hommes de Bannières. - Us et coutumes respectifs. - Moeurs sanitaires	article
11018	28712	90156x1892x58	AMN-1892-437	Du matériel médical à bord des bâtiments de la flotte. Coffres à médicaments. À propos du nouveau règlement d'armement. Par le Docteur Gazeau	1892	437	 Logement des médicaments. / Principe des unités de délivrance	article
11036	28755	90156x1893x59	AMN-1893-5	Origine tellurique du poison des flèches. Des naturels des Nouvelles-Hébrides (Océanie). Par le Docteur le Dantec	1893	5		article
11044	28768	90156x1893x59	AMN-1893-18	Contribution au traitement de la pleurésie purulente. Par le Docteur Guillarmou	1893	18	 / Observ. I	article
11058	28786	90156x1893x59	AMN-1893-36	Rapport sur le choléra au Hedjaz, en 1890. Par le Docteur Catelan	1893	36		article
11073	28831	90156x1893x59	AMN-1893-81	Contribution à l'étude des aliénés voyageurs. Par le Docteur Rançon	1893	81	 / Épilepsie et manie de la marche chez un noir	article
11081	28847	90156x1893x59	AMN-1893-97	Choix des spécialités dans la marine. Par le Docteur P. Burot	1893	97	 / Pièces nécessaires pour contracter un engagement	article
11092	28862	90156x1893x59	AMN-1893-112	Les blessés de la guerre civile au Chili en 1891. Par le Docteur H. Hervé	1893	112	 / 1° Lésions des parties molles seules	article
11094	28865	90156x1893x59	AMN-1893-115	Autre cas d'éléphantiasis des arabes développé en Bretagne. Par le Dr Guyot	1893	115		article
11097	28870	90156x1893x59	AMN-1893-120	Bactériologie de la zone glaciale. Par M. le Docteur Couteaud	1893	120	 Moyens employés pour étudier les organismes de l'air, des eaux et du sol. De l'air. A. - Au point de vue des poussières brutes. / B. - Analyse bactériologique de l'air. / 1re expérience	article
11110	28896	90156x1893x59	AMN-1893-146	Note sur le Robinia Nicou. Par E. Geoffroy	1893	146		article
11112	28901	90156x1893x59	AMN-1893-151	Clinique. Observations du docteur Depied	1893	151	 I. Sur un cas de lipome de la fosse ischio-rectale chez une jeune fille de dix-huit ans. / II De l'iodoforme dans la dysenterie	article
11116	28911	90156x1893x59	AMN-1893-161	Contribution à la géographie médicale. L'île Jan Mayen et le Spitzberg. Par le Docteur Couteaud	1893	161	 / Jan Mayen	article
11119	28934	90156x1893x59	AMN-1893-184	Application du procédé de la coupellation aux essais de galons en or et en argent, qui sont fournis par adjudication, au département de la marine. Par M. Leray	1893	184	 / Marche de l'opération	article
11121	28939	90156x1893x59	AMN-1893-189	L'éclairage du champ de bataille. Par le Docteur G. Mendini	1893	189	 Résumé. Par le docteur Depied... / L'armée coloniale au point de vue de l'hygiène pratique. Par le Docteur G. Reynaud... (Suite.)	article
11137	28962	90156x1893x59	AMN-1893-212	Un nouveau campimètre. Par le Docteur Piton	1893	212		article
11142	28968	90156x1893x59	AMN-1893-218	Recherches expérimentales sur le choléra asiatique indo-chinois et sur l'immunisation chimique des animaux contre cette maladie. Par le Docteur Albert Calmette	1893	218	 / Renforcement et atténuation de la toxicité des cultures	article
11145	28977	90156x1893x59	AMN-1893-227	Clinique d'Outre-Mer. / Deux cas de survie après traumatisme grave de l'encéphale. Fracture du crâne par coup de feu. Par le Docteur Rangé	1893	227	 / Observ. I	article
11146	28979	90156x1893x59	AMN-1893-229	Clinique d'Outre-Mer. Deux cas de survie après traumatisme grave de l'encéphale. Fracture du crâne par coup de feu. Par le Docteur Rangé	1893	229	 Observ. I. / Observ. II	article
11147	28982	90156x1893x59	AMN-1893-232	Variétés. / Examen des mesures préventives prises contre le « Kak'ké » dans la marine japonaise. D'après le rapport du bureau central de santé de la marine	1893	232		article
11150	28991	90156x1893x59	AMN-1893-241	Rapport sur l'épidémie de fièvre jaune au Soudan (1891-1892). Par M. le Docteur Primet	1893	241	 / Relation de l'épidémie. - Sa marche. - Ses résultats	article
11156	29020	90156x1893x59	AMN-1893-270	Du service des brancardiers dans la marine allemande. Par le Docteur Onimus	1893	270	 Recrutement des brancardiers dans la marine allemande. / De l'instruction des brancardiers. / A. - Le transport horizontal. / B. - Le transport vertical. / C. - Secours aux blessés	article
11166	29034	90156x1893x59	AMN-1893-284	Fièvre récurrente. Leçon faite par M. Metchnikoff, à l'institut Pasteur. Recueillie par M. le Docteur Bonain	1893	284	 Symptômes principaux de la fièvre récurrente. / « Spirochaete obermeieri » comme cause de la maladie. / Caractère de ce micro-organisme	article
11182	29058	90156x1893x59	AMN-1893-308	Clinique. / Asphyxie locale du pied gauche par artério-sclérose. Observation recueillie dans le service de M. le directeur Martialis. Par M. Laffont	1893	308		article
11183	29066	90156x1893x59	AMN-1893-316	Clinique. Asphyxie locale du pied gauche par artério-sclérose. Observation recueillie dans le service de M. le directeur Martialis. Par M. Laffont	1893	316	 / Bibliographie. / L'opium. - Ses abus. - Mangeurs et fumeurs d'opium. - Morphinomanes par le Dr Ernest Martin, ..., Société d'éditions scientifique, Paris, 1893	article
11186	29071	90156x1893x59	AMN-1893-321	Hygiène navale. Considérations relatives au chauffage des postes des équipages sur les bâtiments en fer. Par le Docteur Guezennec	1893	321		article
11198	29097	90156x1893x59	AMN-1893-347	Notes sur un brancard-hamac à l'usage des colonnes militaires du Tonkin et du Dahomey. Par le Docteur G. Martine	1893	347	 / Avantages du brancard-hamac	article
11199	29099	90156x1893x59	AMN-1893-349	Contribution à la géographie médicale. / Les îles Glorieuses. Par le Docteur P. Alix	1893	349		article
11200	29102	90156x1893x59	AMN-1893-352	Note sur une série de cas d'angine infectieuse observés à bord du garde-côtes cuirassé « Le Caiman ». Par le Docteur Bohéas	1893	352		article
11212	29129	90156x1893x59	AMN-1893-379	Quelques considérations sur le tétanos. Par le Docteur Rangé	1893	379	 / Observ. I	article
11221	29148	90156x1893x59	AMN-1893-398	Prix de médecine navale pour 1892. [Bonnafy, Rouvier, Doué, Kermorgant, Lucas.]	1893	398		article
11223	29151	90156x1893x59	AMN-1893-401	Projet de fonctionnement du service de santé du corps de débarquement des escadres. Par le Docteur Palasne de Champeaux	1893	401	 / Considérations préliminaires	article
11247	29193	90156x1893x59	AMN-1893-443	La lèpre à Bergen (Norvège). Par M. le Docteur Couteaud	1893	443	 / Rapport sur l'épidémie de fièvre jaune au Soudan (1891-1892). Par M. le Docteur Primet... (Suite.). / Débuts de l'épidémie. - Sa nature. - Diagnostic absolu et différentiel de la maladie. / Débuts de l'épidémie	article
11266	29223	90156x1893x59	AMN-1893-473	Variétés. / Uréthrostomie périnéale	1893	473		article
11273	29235	90156x1893x60	AMN-1893-5	Lèpre et maladie de morvan. Par le Dr Marestang	1893	5	 / I. - Symptomatologie	article
11313	29310	90156x1893x60	AMN-1893-81	Les vaccinations antirabiques pratiquées à Saïgon du 1er mai 1892 au 1er mai 1893. Par le Dr A. Calmette et le Dr J. Pineau.	1893	81		article
11314	29313	90156x1893x60	AMN-1893-84	Les vaccinations antirabiques pratiquées à Saïgon du 1er mai 1892 au 1er mai 1893. Par le Dr A. Calmette et le Dr J. Pineau	1893	84	 / Comment la fièvre jaune a-t-elle été transportée dans le haut Sénégal en 1878 ? Par le Dr Forné.	article
11315	29322	90156x1893x60	AMN-1893-93	Comment la fièvre jaune a-t-elle été transportée dans le haut Sénégal en 1878 ? Par le Dr Forné	1893	93	 / De la sensibilité colorée. Par le Dr Le Dantec.	article
11316	29325	90156x1893x60	AMN-1893-96	De la sensibilité colorée. Par le Dr Le Dantec	1893	96	 / Observ. I. / Observ. II	article
11321	29331	90156x1893x60	AMN-1893-102	Note sur l'action du Mancenillier. Par les Docteurs P. Gazeau	1893	102	 et H. Reboul... / Observ. I	article
11328	29349	90156x1893x60	AMN-1893-119	Contribution à la géographie médicale. Ile de Yap (Carolines). Par le Dr Machorro. Résumé. Par le Dr Dufour	1893	119	 / L'armée coloniale au point de vue de l'hygiène pratique. Par le Docteur G. Reynaud... (Suite.). / Service de santé. / Sommaire	article
11340	29379	90156x1893x60	AMN-1893-149	Clinique. / Observations. Du Docteur Martel	1893	149	 / I. - Kyste spermatique	article
11341	29382	90156x1893x60	AMN-1893-152	Clinique. Observations. Du Docteur Martel	1893	152	 I. - Kyste spermatique. / II. - Hypertrophie du sein gauche chez un homme atteint de varicocèle du même côté	article
11343	29385	90156x1893x60	AMN-1893-155	Variétés. Concours pour le titre de chirurgien des hôpitaux de Paris. Enseignement spécial pour les voyageurs	1893	155		article
11344	29386	90156x1893x60	AMN-1893-156	Variétés. Enseignement spécial pour les voyageurs. / Eaux vertes et bleues de la mer	1893	156		article
11346	29391	90156x1893x60	AMN-1893-161	La guerre au Dahomey. Histoire médicale du 1er groupe de la colonne expéditionnaire du Dahomey, 1892. Par le Docteur P. Barthélemy	1893	161	 / I. / A. - Forces de la colonne	article
11359	29437	90156x1893x60	AMN-1893-207	Étude expérimentale de la dysenterie ou entéro-colite endémique d'extrême orient et des abcès du foie d'origine dysentérique. / Travail du laboratoire bactériologique de saigon. Par le Docteur Albert Calmette	1893	207	 / I	article
11360	29439	90156x1893x60	AMN-1893-209	Étude expérimentale de la dysenterie ou entéro-colite endémique d'extrême orient et des abcès du foie d'origine dysentérique. Travail du laboratoire bactériologique de saigon. Par le Docteur Albert Calmette	1893	209	 / II. Fréquence décroissante de l'endémie depuis les débuts de l'occupation en Cochinchine	article
11371	29471	90156x1893x60	AMN-1893-241	Le Tokelau. Par le Dr Bonnafy	1893	241	 / Siège de la maladie	article
11379	29495	90156x1893x60	AMN-1893-265	Étude expérimentale de la dysenterie ou entéro-colite endémique d'extrême orient et des abcès du foie d'origine dysentérique. Travail du laboratoire bactériologique de Saigon. Par le Docteur Albert Calmette	1893	265	 (Suite.). VI. Étude bactériologique des selles et des ulcères dysentériques à Saigon. / VII. L'infection dysentérique chez l'homme	article
11401	29542	90156x1893x60	AMN-1893-312	Variétés. Statistique de la marine autrichienne. [Dr Gros.]. / Clinique. / Un cas rare de syphilis secondaire observé. Par le Dr Gandelin	1893	312	 / Syphilis non traitée par le mercure, plaques muqueuses survenues seulement quatre ans et sept mois après le chancre	article
11402	29544	90156x1893x60	AMN-1893-314	Clinique. Un cas rare de syphilis secondaire observé. Par le Dr Gandelin	1893	314	 Syphilis non traitée par le mercure, plaques muqueuses survenues seulement quatre ans et sept mois après le chancre. / Traitement	article
11404	29551	90156x1893x60	AMN-1893-321	Caractères permettant de reconnaître les animaux et les viandes de boucherie de bonne ou de mauvaise qualité. / Résumé de trois conférences faites aux élèves du service de santé de la marine à Bordeaux. Par M. Baillet	1893	321	 / I. - Animaux vivants. / a. - Boeuf	article
11405	29552	90156x1893x60	AMN-1893-322	Caractères permettant de reconnaître les animaux et les viandes de boucherie de bonne ou de mauvaise qualité. Résumé de trois conférences faites aux élèves du service de santé de la marine à Bordeaux. Par M. Baillet	1893	322	 I. - Animaux vivants. a. - Boeuf. / b. - Mouton	article
11416	29564	90156x1893x60	AMN-1893-335	Étude expérimentale de la dysenterie ou entéro-colite endémique d'extrême orient et des abcès du foie d'origine dysentérique. / Travail du laboratoire bactériologique de Saïgon. Par le Docteur Albert Calmette	1893	335	 (Suite et fin.). / XI. Pathogénie des abcès dysentériques du foie	article
11417	29570	90156x1893x60	AMN-1893-341	Étude expérimentale de la dysenterie ou entéro-colite endémique d'extrême orient et des abcès du foie d'origine dysentérique. Travail du laboratoire bactériologique de Saïgon. Par le Docteur Albert Calmette	1893	341	 (Suite et fin.). / XII. Conclusions étiologiques et thérapeutiques	article
11419	29586	90156x1893x60	AMN-1893-357	De l'hypertrophie du tissu adénoïde du naso-pharynx et en particulier de l'amygdale pharyngée. Par le docteur J. Tissot	1893	357	 / Bibliographie. / Des fumeurs d'opium traduit de l'anglais. Par le Docteur Ambiel.	article
11420	29589	90156x1893x60	AMN-1893-360	Des fumeurs d'opium traduit de l'anglais. Par le Docteur Ambiel	1893	360	 / Rapport du docteur Mac-Callum sur l'opium et l'habitude de le fumer	article
11438	29616	90156x1893x60	AMN-1893-387	Clinique. / Sur un cas d'intoxication par la mélinite et le plomb. Par le Dr Gueit.	1893	387		article
11439	29620	90156x1893x60	AMN-1893-391	Clinique. Sur un cas d'intoxication par la mélinite et le plomb. Par le Dr Gueit	1893	391	 / Variétés. / Le banquet des médecins de la marine Russe	article
11442	29630	90156x1893x60	AMN-1893-401	Organisation du transport des blessés à bord des navires de guerre au moyen du Hamac en temps de paix et pendant le combat. Par le Docteur Guézennec	1893	401	 / La nouvelle organisation de nos bâtiments de guerre réclame un nouveau mode de transport des blessés	article
11490	29714	90156x1894x61	AMN-1894-5	Chauffage et aération des navires. Par le Dr Beaumanoir	1894	5		article
11492	29724	90156x1894x61	AMN-1894-15	Des maladies vénériennes à Toulon. De leurs progrès dans sa population militaire. Par le Dr A. Cartier	1894	15	 I. / De la prostitution clandestine	article
11495	29736	90156x1894x61	AMN-1894-27	Rapport médical sur le service de santé du corps expéditionnaire et du corps d'occupation du Bénin (1892-1893). Par le Dr Rangé	1894	27	 / Organisation et fonctionnement du sevice médical au Bénin. / Sommaire	article
11508	29774	90156x1894x61	AMN-1894-66	Note sur le système d'approvisionnements médicaux employé dans la marine anglaise. Par le Dr Henry Reboul	1894	66	 / Notes sur l'épidémie de choléra aux îles Molène et Triélen. Par le Dr Bourdon... / Molène	article
11509	29777	90156x1894x61	AMN-1894-69	Notes sur l'épidémie de choléra aux îles Molène et Triélen. Par le Dr Bourdon	1894	69	 Molène. / Triélen	article
11510	29778	90156x1894x61	AMN-1894-70	Variétés. / Médecins de la marine allemande	1894	70		article
11511	29783	90156x1894x61	AMN-1894-75	Variétés. Médecins de la marine allemande. [Dr Gros]. / Thèses soutenues devant la faculté de médecine de Bordeaux par les élèves du service de santé de la marine pendant l'année 1893	1894	75		article
11513	29789	90156x1894x61	AMN-1894-81	Service des blessés pendant le combat. Par le Dr Jan	1894	81	 / 1° Postes des blessés	article
11517	29800	90156x1894x61	AMN-1894-92	Rapport médical sur le service de santé du corps expéditionnaire et du corps d'occupation du Bénin (1892-1893) Suite. Par le Dr Rangé	1894	92	 Annexe au chapitre I. / Ambulance Moisan	article
11522	29821	90156x1894x61	AMN-1894-113	Notice sur l'action des projectiles du fusil de guerre (nouveau modèle de la Suisse). Par le Dr Péthellaz	1894	113	. Examen des cadavres. 1er Cadavre. - (Tir à 50 mètres)	article
11529	29839	90156x1894x61	AMN-1894-131	Contribution à l'étude des luxations tarso-métatarsiennes. Par le Dr F. Gorron	1894	131	 Observations personnelles. / Extension. / Contre-extension. / Coaptation	article
11546	29869	90156x1894x61	AMN-1894-161	Rapport sur l'accident du torpilleur le « Sarrazin ». Par le Docteur C. Auffret	1894	161		article
11551	29885	90156x1894x61	AMN-1894-177	Rapport médical sur le service de santé du corps expéditionnaire et du corps d'occupation du Bénin (1892-1893) (Suite). Par le Dr Rangé	1894	177	 Statistique. / Mortalité des troupes de la colonne expéditionnaire	article
11555	29901	90156x1894x61	AMN-1894-193	Huiles d'olives. / Essai des huiles de Tunisie. Par E. Lalande	1894	193	 / Chapitre premier. / Introduction	article
11556	29902	90156x1894x61	AMN-1894-194	Huiles d'olives. Essai des huiles de Tunisie. Par E. Lalande	1894	194	 Chapitre premier. Introduction. / Choix d'échantillons d'huiles de Tunisie	article
11570	29918	90156x1894x61	AMN-1894-210	Rapport général sur les vaccinations effectuées en Cochinchine de 1867 à 1892 et sur le fonctionnement de l'institut vaccinogène de Saïgon en 1892. Par le Dr A. Calmette	1894	210	 et le Dr Lepinay... / I. Organisation et fonctionnement du service de la vaccine en Cochinchine de 1867 à 1890	article
11576	29934	90156x1894x61	AMN-1894-226	Clinique d'Outre-Mer. Tumeur lacrymale due à la présence de larves de Lucilia hominivorax. Section en biseau de cubitus droit par instrument tranchant. Observations recueillies à l'hôpital du Maroni (Guyane Française). Par le Dr Crossouard	1894	226	 I. Tumeur lacrymale due à la présence de larves de Lucilia hominivorax. / II. Section complète en biseau du cubitus droit par un instrument tranchant	article
11578	29943	90156x1894x61	AMN-1894-235	Variétés. Médecins de la marine autrichienne. [Dr Gros]. / Entretien des instruments de chirurgie nickelés	1894	235		article
11586	29960	90156x1894x61	AMN-1894-252	Quelques considérations sur le service des blessés à bord des navires de guerre pendant le combat. Par le Dr Palasne de Champeaux	1894	252		article
11588	29971	90156x1894x61	AMN-1894-263	Rapport médical sur le service de santé du corps expéditionnaire et du corps d'occupation du Bénin (1892-1893) (Suite et fin). Par le Dr Rangé	1894	263	 Considérations sur la pathologie du Bénin. - Observations de clinique médicale et chirurgicale. / Considérations sur les affections endémiques qui ont sévi sur le corps d'occupation du Bénin, de janvier à mai 1893	article
11598	29995	90156x1894x61	AMN-1894-287	Rétrécissement du champ auditif dans l'hystérie. Ses relations avec l'audition colorée. Par le Dr Le Dantec	1894	287	 I. - Rétrécissement du champ auditif dans l'hystérie. / II. - Relations de l'audition colorée avec le rétrécissement du champ auditif	article
11600	30002	90156x1894x61	AMN-1894-294	Propriétés du sérum des animaux immunisés contre le venin des serpents et thérapeutique de l'envenimation. Par le Dr A. Calmette	1894	294	 (Travail du laboratoire de M. Roux, à l'Institut Pasteur.). / Clinique d'Outre-Mer. / Vaste abcès du foie. - Curetage. - Guérison. Observation recueillie à Pondichéry, par le Dr Gallay..	article
11601	30008	90156x1894x61	AMN-1894-300	Clinique d'Outre-Mer. Vaste abcès du foie. - Curetage. - Guérison. Observation recueillie à Pondichéry, par le Dr Gallay	1894	300	 / Installation des séchoirs sur les navires de guerre. Par le Dr Burot..	article
11602	30012	90156x1894x61	AMN-1894-304	Installation des séchoirs sur les navires de guerre. Par le Dr Burot	1894	304	 / Note sur la recherche de la mannite dans les vins. Par M. Durand..	article
11603	30014	90156x1894x61	AMN-1894-306	Variétés. / Morbidité et mortalité dans l'armée française et les armées étrangères	1894	306		article
11604	30016	90156x1894x61	AMN-1894-308	Variétés. Morbidité et mortalité dans l'armée française et les armées étrangères. [Dr Galbrüner]. / Sur un cas singulier d'épingle à cheveux dans l'urèthre de l'homme	1894	308		article
11605	30018	90156x1894x61	AMN-1894-310	Variétés. Sur un cas singulier d'épingle à cheveux dans l'urèthre de l'homme. [Dr Depied]. / Notes recueillies pendant trois voyages chez les moïs de l'Indo-Chine. Par le Dr Yersin, 	1894	310		article
11606	30021	90156x1894x61	AMN-1894-313	Variétés. / Les kolas africains (Monographie botanique, chimique, thérapeutique et pharmacologique, emploi stratégique et alimentaire.). Par le Dr Edouard Heckel, 	1894	313	 - En vente à la Société d'éditions scientifiques, 4, rue Antoine Dubois..	article
11607	30022	90156x1894x61	AMN-1894-314	Variétés. Les kolas africains (Monographie botanique, chimique, thérapeutique et pharmacologique, emploi stratégique et alimentaire.). Par le Dr Edouard Heckel, 	1894	314	 - En vente à la Société d'éditions scientifiques, 4, rue Antoine Dubois... / Livres reçus	article
11610	30029	90156x1894x61	AMN-1894-321	Contribution à la géographie médicale. Le pays des Soussous. Topographie médicale de la Guinée française, moeurs et coutumes des habitants. Par le Dr Drevon	1894	321		article
11623	30073	90156x1894x61	AMN-1894-364	Expériences sur la neutralisation du venin du serpent fer de lance (Trigonocéphale) faites au camp de Balata (Martinique). Par le Dr Tricard	1894	364	 / Solution iodée	article
11631	30084	90156x1894x61	AMN-1894-375	La tuberculose à Terre-Neuve. Par le Dr Martine	1894	375	 / Rapport sur les expériences de désinfection de matières fécales par le procédé Hermite effectuées au laboratoire bactériologique de l'hôpital maritime de Lorient. Par M. Du Bois-Saint-Sévrin... et Auché..	article
11632	30085	90156x1894x61	AMN-1894-376	Rapport sur les expériences de désinfection de matières fécales par le procédé Hermite effectuées au laboratoire bactériologique de l'hôpital maritime de Lorient. Par M. Du Bois-Saint-Sévrin	1894	376	 et Auché... / 1re expérience	article
11637	30091	90156x1894x61	AMN-1894-382	Deux observations de septicémie aiguë à forme gangréneuse. - Gangrène foudroyante. Par le Dr H. Gros	1894	382	 / Obs. I	article
11640	30101	90156x1894x61	AMN-1894-392	Clinique. Purpura mortel consécutif à l'ablation d'une exostose du fémur. Par le Dr Couteaud	1894	392	 / Variétés. / Étude hygiénique du transport de torpilles le Boug. Par le Dr Préféransoff de la marine russe..	article
11641	30105	90156x1894x61	AMN-1894-396	Variétés. Étude hygiénique du transport de torpilles le Boug. Par le Dr Préféransoff de la marine russe	1894	396	 [Dr Brochet]. / Statistique médicale de la flotte anglaise pour l'année 1892	article
11643	30110	90156x1894x61	AMN-1894-401	Thérapeutique chirurgicale de la tuberculose du pied. (Conclusions tirées de notre pratique personnelle). Par le Dr Ch. Auffret (de Brest)	1894	401		article
11653	30125	90156x1894x61	AMN-1894-416	Contribution à la géographie médicale. Le pays des Soussous. Topographie médicale de la Guinée française, moeurs et coutumes des habitants (Suite). Par le Dr Drevon	1894	416	 Des Soussous. Origine. / Démographie	article
11667	30163	90156x1894x61	AMN-1894-452	Contribution à l'étude des maladies professionnelles. Panaris des pêcheurs et microbe rouge de la sardine. Par le Dr Du Bois Saint-Sévrin	1894	452	 I. / II	article
11672	30175	90156x1894x61	AMN-1894-464	Un nouveau traitement du ver de Médine. Par le Dr Émily	1894	464	 / Observ. I. / Observ. II	article
11675	30179	90156x1894x61	AMN-1894-468	De la fréquence de l'hépatite suppurée en Cochinchine. Par le Dr Facieu	1894	468		article
11683	30196	90156x1894x62	AMN-1894-5	Contribution à la géographie médicale	1894	5	 / Le pays des Soussous. Topographie médicale de la Guinée française, moeurs et coutumes des habitants. (Suite). Par le Dr Drevon. / Météorologie. / Saison	article
11705	30231	90156x1894x62	AMN-1894-40	De la phagocytose. Leçon faite par M. Metchnikoff à l'Institut Pasteur. Recueillie par le D. Laffont	1894	40	 / Rapport des microbes avec les cellules animales. / Bactéries et cellules amiboïdes. / Définition de la Phagocytose	article
11718	30253	90156x1894x62	AMN-1894-62	Contribution à l'étude du traitement des fractures de la cuisse. Appareil pour le traitement des fractures de la diaphyse du fémur. Par le Docteur Guézennec	1894	62		article
11730	30265	90156x1894x62	AMN-1894-74	Clinique. / Observation sur deux cas de variole recueillie à Saïgon. Par le Dr Placide Dubois	1894	74		article
